Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Prerequisite_3,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
PG,Griffith University,Brisbane,Master of Building Services,Business & Commerce & Finance & Accounting,37500,,AUD,Years,2,Years,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-building-services-5742,English,A,"This degree program will be offered from 2021. Building Services Engineers are responsible for the design, installation, operation and monitoring of the technical services in buildings (including mechanical, electrical and public health systems) in order to ensure the safe, comfortable and environmentally-friendly operation. This Masters degree will allow electrical and mechanical engineering graduates to gain the necessary expertise to become accredited Building Services Engineers.",,Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Business,Business & Commerce & Finance & Accounting,32500,,AUD,Years,2,Years,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-business-5632,English,A,"The Trimester 3 intake will be available at Nathan only. The Master of Business is a program designed for professionals aspiring to make the move to management roles, for current managers seeking formal qualifications and for those looking to move careers. This degree is designed to help you master essential business concepts and provide you with the frameworks and creative problem solving skills to enable you to operate effectively in the dynamic, global business economy. This program will help you to further develop your business and management skills, build specialist knowledge within your chosen area, and accelerate your career. Our partnership with the Institute of Managers and Leaders Australia and New Zealand (IML ANZ) allows graduates to be awarded with the internationally recognised professional designation immediately after graduation*. Accrediting management and leadership excellence, Chartered Manager will help you to gain global recognition, professionalise your leadership skills, increase your employability and differentiate you from other managers. Griffith and IML ANZ are committed to supporting you throughout your leadership journey. Along with the new fast-tracked route to Chartered Manager, you will also receive access to a range of partnership benefits. * Upon completion of the Chartered Manager written assessment, interview and satisfying the work experience requirements. Depending on your career aspirations and interests, you can complete majors in the following areas: This program includes a dissertation pathway. The dissertation pathway can provide a pathway to a higher degree by research for candidates with the qualifying GPA.","A business degree gives you the foundation to advance your career in a range of industries and professions. You will be prepared to use your extensive business skills in increasingly diverse settings including not-for-profit, government and corporate organisations. Students who complete the Dissertation pathway may be eligible for further Higher Degree Research study such as the Master of Philosophy or PhD program.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,,Master of Business Administration,Business & Commerce & Finance & Accounting,40500,,AUD,Years,,,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-business-administration-5670,English,A,"An MBA is an advanced general management degree designed for managers who wish to develop a solid business foundation, as well as skills and knowledge of cutting-edge business practices for the 21st century. At Griffith we offer two MBA programs, both are focused around our values of responsible leadership; sustainable business practices; and a global perspective with the aim of making you an effective globally responsible business leader. The two programs we offer differ in their delivery style; one is fully flexible and can be studied online or face to face in a standard 12 week trimester. The accelerated program is online only, it has twelve set courses and each course is delivered over a 6 week period. These two delivery styles allow you to choose the method of study that suits you best and both programs are assessed authentically meaning that you can apply what you learn to your workplace with immediate benefit. In both programs you will study courses in sustainability, accounting and reporting, finance, people management, strategy and innovation and managing change through responsible leadership. Thus you will through study be equipped with an understanding of the key functional areas within a business and the challenges facing businesses. If you choose the fully flexible option you can choose to focus your electives in a particular area for example, finance, marketing, supply network management, or even architecture. The accelerated program has twelve set courses and no electives. Griffith University offers a number of study options for Business Administration including our fully flexible MBA. Find out more about our Business Administration programs.","The Master of Business Administration (MBA) is an advanced general management degree designed for managers who wish to develop a solid business foundation, as well as skills and knowledge of cutting-edge business practices. It is built on three core values that are crucial to doing business in the 21st century and increasing management career opportunities; responsible leadership, sustainable business practices and an Asia-Pacific focus. The opportunity to boost your career does not end when you graduate from your MBA. All students are invited to sign up as a member of the Griffith MBA for Life program providing access to networking opportunities, events and current business trends. We also invite students to join the Griffith MBA for Life LinkedIn group to allow you network with other students and industry. The Griffith MBA has taken online education to a new level to meet the fast-changing needs of a modern, global student community. As well as the 100% online MBA which has 12 set courses,  Griffith also offers a fully flexible MBA that allows you to alternate between online and face-to-face modes of attendance to meet your individual needs. The fully flexible MBA also provides the opportunity to participate in an Asia-Pacific Study Tour or other study abroad options. Further, it allows you to complete a major in Public Policy that provides the breadth and depth of public management skills to advance your career both within the public sector and the private-public sector interface. Studying the MBA at Griffith University will prepare you for senior management positions in a wide range of industries and in all sectors, as well as the skills needed to start your own business.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Business Administration,Business & Commerce & Finance & Accounting,40500,,AUD,Years,1,Year,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-business-administration-5158,English,A,"Trimester 1 and Trimester 2 intakes (on-campus at Gold Coast/South Bank or online) and Trimester 3 intake (part-time and online only) are available to International students. An MBA is an advanced general management degree designed for managers who wish to develop a solid business foundation, as well as skills and knowledge of cutting-edge business practices for the 21st century. At Griffith we offer two MBA programs, both are focused around our values of responsible leadership; sustainable business practices; and a global perspective with the aim of making you an effective globally responsible business leader.  The two programs we offer differ in their delivery style; one is fully flexible and can be studied online or face to face in a standard 12 week trimester (MBA program 5158). The accelerated program is online only, and each course is delivered over a 6 week period (MBA program 5670). These two delivery styles allow you to choose the method of study that suits you best and both programs are assessed authentically meaning that you can apply what you learn to your workplace with immediate benefit. In both programs you will study courses in  sustainability, accounting and reporting, finance, people management, strategy and innovation and managing change through responsible leadership. Through study you will be equipped with an understanding of the key functional areas within a business and the challenges facing businesses.  If you choose the fully flexible option you can choose to focus your electives in a particular area for example, finance, marketing or supply chain management. The accelerated online MBA program has twelve set courses and no electives. Our partnership with the Institute of Managers and Leaders Australia and New Zealand (IML ANZ) allows graduates to be awarded with the internationally recognised professional designation immediately after graduation*. Accrediting management and leadership excellence, Chartered Manager will help you to gain global recognition, professionalise your leadership skills, increase your employability and differentiate you from other managers. Griffith and IML ANZ and committed to supporting you throughout your leadership journey. Along with the new fast-tracked route to Chartered Manager, you will also receive access to a range of partnership benefits. *Upon completion of the Chartered manager written assessment and interview Griffith University offers a number of study options for Business Administration. Find out more about our Business Administration programs.","Completing our MBA will equip you with responsible leadership skills and a thorough understanding of sustainable business practices, so you will be confident to respond to constant changes in the business world on any career path you choose. This program opens doors to senior management and leadership opportunities in the public and private sectors. Or, if you are more of an entrepreneur, our MBA sets you up with the skills you need to start your own business.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Catchment Science,Science and Health Science,28000,,AUD,Years,2,Years,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-catchment-science-5731,English,A,"Our river basins or catchments have been progressively transformed over time. We've built cities, we've cleared land for food production and this has had profound consequences for our catchments. With this specialist degree you'll learn to combine and use scientific, engineering and economic knowledge to planning ways to protect, restore and rehabilitate our catchments. You'll develop the leading edge knowledge and skills needed to make a difference in this rapidly developing area of professional practice. The Master of Catchment Science is the only catchment-dedicated postgraduate degree in the world. Hosted by the International WaterCentre and developed and delivered in collaboration with Griffith University. We've spoken to the industry about the kinds of skills they're looking for to fill the roles required. This degree provides the right mix of new knowledge, covering natural sciences, monitoring, data analysis, modelling and economics. We offer consistent opportunities for work-integrated learning along with a week-long study field trip. This is an opportunity to accelerate your position in the planning of projects related to the protection, maintenance or restoration of catchments. You'll have the latest skills in data sensing, analysis and computer modelling, underpinned by robust scientific knowledge and be ready to further your career in the planning and design of green infrastructure in urban and non-urban contexts.","The Master of Catchment Science will equip you with the skills and knowledge across hydrology, ecology, environmental chemistry, geomorphology, GIS and remote sensing, statistical and mathematical data analysis, hydrology, hydraulics, hydrological and catchment modelling and economics to play a leading technical role in designing, delivering and evaluating policies, plans, projects, programs and infrastructures for catchment or river basin protection, restoration and management. Graduates will be better able to progress or pursue opportunities working with consulting firms, local governments, water utilities, catchment management organisations and state or national governments. Graduates will find improved work opportunities in:",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Civil Engineering,Engineering,37500,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-civil-engineering-5642,English,A,Please note that entry to this program in Trimester 2 is only available to students admitted with advanced standing (see admission requirements for further information). This degree will give you advanced study across the breadth of specialisations in civil engineering. It is designed to extend and deepen your knowledge and skills gained from an undergraduate degree in civil engineering. It is ideal for professional civil engineers who aspire to develop their design skills and advance their capabilities to analyse and solve structural problems across a wide range of real world civil engineering applications.,"You will be prepared for a wide range of senior roles in the building, construction, infrastructure, and mining industries undertaking projects for a variety of public and private sector clients. More specifically, you will provide structural analysis and design services to engineering projects such as roads, bridges, tunnels, water distribution networks and high-rise buildings. Given the current shortage of civil engineering graduates and experienced civil engineers in Australia, coupled with the huge investment in infrastructure projects nationally and internationally, this degree will enable recently qualified engineering graduates to improve their specialist technical skills.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Civil Engineering Advanced,Engineering,37500,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-civil-engineering-advanced-5692,English,A,This program provides students with advanced study across the breadth of specialisations in Civil Engineering.  It is designed to extend and deepen the knowledge and skills gained from an undergraduate degree in civil engineering. It is ideal for professional civil engineers who aspire to develop their design skills and advance their capabilities to analyse and solve structural problems and manage projects across a wide range of real-world civil engineering applications. The program provides a pathway to a research higher degree.,"Civil engineers have a wide range of career opportunities in the building, construction, infrastructure, and mining industries.  They undertake projects (design and/or manage) for a variety of public and private sector clients.  More specifically, they provide structural analysis and design services to engineering projects such as roads, bridges, tunnels, water distribution networks and high-rise buildings. Given the current shortage of civil engineering graduates and experienced civil engineers in Australia, coupled with the huge investment in infrastructure projects nationally and internationally, this degree will enable recently qualified engineering graduates to improve their specialist technical skills.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,,Master of Climate Change Adaptation,Humanities and Social Science,34500,,AUD,Years,2,Years,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-climate-change-adaptation-5743,English,A,"This degree will be offered from 2021.  The Climate Change Adaptation programs are designed to give professionals from any background a sound interdisciplinary knowledge of climate change, the ability to analyse its impacts, and the creative skills needed to build resilience across society and the environment. This includes the ability to develop and deploy adaptation strategies to protect communities, businesses, government agencies, infrastructure, and natural assets. These skills can be applied from the local to the national and international level. They will empower students to be involved in, for example, improving the planning of urban areas, providing better services to the public to improve wellbeing, transforming economic development, creating new management plans to conserve biodiversity, or the development of treaties to protect major earth systems.",,Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Clinical Dentistry,Medical and Nursing,62000,,AUD,Years,1,Year,Yes,No,,,IELTS,7,,,https://www.griffith.edu.au/study/degrees/master-of-clinical-dentistry-5702,English,A,"If you are a general Dental practitioner and want to develop the necessary competence to safely and effectively undertake advanced general practice treatments, this program will meet your needs. This program is offered with the following majors:",You will be able to deliver quality services within general dental practice. You may also continue towards a research degree.,Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Clinical Psychology,Medical and Nursing,30000,,AUD,Years,2,Years,Yes,No,,,IELTS,7,,,https://www.griffith.edu.au/study/degrees/master-of-clinical-psychology-5070,English,A,"International students must be in Australia and able to attend campus to commence this program. This degree will prepare you for a career as a Clinical Psychologist. You will learn how to undertake psychological assessments, develop case conceptualisations, implement and evaluate interventions, apply research methodologies and engage in ethical professional practice. The program has been designed to meet the requirements for eligibility for full registration with the Psychology Board of Australia and entry to the Registrar program for the area of practice endorsement in clinical psychology. Completion of the degree also meets the requirements for associate membership of the Australian Psychological Society's College of Clinical Psychologists. It is a requirement that students enrolled in this program have and maintain either provisional or full registration as a Psychologist with the Psychology Board of Australia via the Australian Health Practitioner Regulation Agency (AHPRA) for the duration of the program.","You will be prepared for work in government organisations such as Queensland Health and in child and youth mental health services, education services, corrections, health psychology as well as non-government agencies, private hospitals and general practitioner practices. In addition the training in clinical psychology also prepares graduates for entering private practice. You may seek to further your qualifications by enrolling in a higher degree by research in order to follow a research-related career path.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,,Master of Criminology and Criminal Justice,Law,30500,,AUD,Years,1,Year,Yes,Yes,,,IELTS,7,,,https://www.griffith.edu.au/study/degrees/master-of-criminology-and-criminal-justice-5606,English,A,"This Masters degree builds on the knowledge from the Graduate Certificate in Criminology and Criminal Justice and will equip you for leading roles in criminal justice fields, tackling current and emerging criminal justice problems. You will develop a deeper understanding of the problem of crime in contemporary Australian society and key criminological theories and issues. You will have the opportunity to specialise through elective courses that focus either on specific agency or crime issues. The Master of Criminology and Criminal Justice offers a range of different durations depending on your previous studies:","You will be prepared for work in community health, corrections, crime prevention, criminal justice research organisations, customs, family services, justice administration and policy, law, local government, mental health, military services and policing.",Australia,Yes,Yes,No,Yes,No,
PG,Griffith University,,Master of Criminology and Criminal Justice,Law,120,,AUD,Years,1,Year,Yes,Yes,,,IELTS,7,,,https://www.griffith.edu.au/study/degrees/master-of-criminology-and-criminal-justice-5654,English,A,"This degree is offered via Open Universities Australia. For further information, contact either of the following areas: Postgraduate studies in criminology and criminal justice provide a pathway to professional advancement for those working in these fields. The courses are designed to provide an overview of criminological theory and research, the workings of the criminal justice system and allied organisations, insight into key policy debates and an understanding of research methods. The courses introduce social and psychological explanations of crime, as well as contemporary debates in criminological theory. Beyond the core elements of the course in policing, community development, crime prevention, law and behaviour and social science research methods you will have the opportunity to study electives from criminal justice, research practice, policing, corrections and crime prevention.",,Australia,Yes,No,No,No,No,
PG,Griffith University,Brisbane,Master of Cyber Security,Computer Science & Information Technology,34000,,AUD,Years,2,Years,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-cyber-security-5726,English,A,"As technology continues to evolve the need for organisations to protect and secure digital information is becoming more critical. As a graduate of the Master of Cyber Security, you will possess the skills to generate and implement innovative cyber security solutions for business, government and individuals. In this degree, you'll develop the expertise to investigate and identify current and future cyber security threats, conduct risk and vulnerability assessments of networked devices and infrastructure, and generate and implement innovative cyber security solutions.",,Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Dentistry,Medical and Nursing,82000,,AUD,Years,2,Years,Yes,No,,,IELTS,7,,,https://www.griffith.edu.au/study/degrees/master-of-dentistry-5703,English,A,This program builds on the technical skills developed in the Bachelor of Dental Health Science and is the final two years of professional training needed for eligibility to apply for registration as a Dentist. Students will develop theoretical knowledge of dental practice and undertake extensive clinical work in the Griffith Dental Clinic and on placements in various regional clinics. Students can only enter this program if they have successfully completed the Bachelor of Dental Health Science (or the Bachelor of Oral Health in Dental Science) at Griffith.,"As a registered Dentist, you will be in demand in private practice, the public sector including public hospitals, school dental clinics and the armed services. Postgraduate study and research can also lead to a career in academic teaching or specialty practice.",Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Design,Creative Arts & Design & Music,34500,,AUD,Years,1,Year,Yes,No,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-design-5720,English,A,"The Master of Design is suited to designers and non-designers who wish to complement their existing skills with the frameworks, strategies, technologies and tools to solve complex problems and integrate design-led strategies into existing practice in business, government and communities. It will offer students the opportunity to advance their skills and knowledge on emerging practice (2D, 3D 4D), experience design (UX and Service), design thinking, storytelling and advanced design technologies (3D printing, Augmented/Virtual Reality and Internet of Things), offering routes for practice orientated work and/or design strategy and leadership. Students will also have the chance to work on real-life client projects within an inter-disciplinary setting, using both collaborative and individual working contexts to expand their knowledge of human and user-centred processes at professional industry level. Graduates will be prepared for practice-orientated work and/or design strategy and leadership. The Master of Design offers a range of different durations depending on your previous studies:","With a graduate portfolio demonstrating your innovative knowledge and skills, the  Master of Design prepares you for future jobs in a wide range of global industries and careers:",Australia,No,Yes,No,Yes,No,
PG,Griffith University,Brisbane,Master of Education,Education,30000,,AUD,Years,2,Years,Yes,Yes,,,IELTS,6.5,,,https://www.griffith.edu.au/study/degrees/master-of-education-5735,English,A,"This degree delivers advanced professional learning for teachers and  those with a professional involvement in education including school bursars,  school development officers and training personnel. It will help you develop  greater expertise in educational practice or research and can contribute to  current teachers' professional development requirements. The Master of Education is not  designed to lead to initial teacher registration (Primary or Secondary) or  accreditation as an Early Childhood Education and Care teacher. If your goal is registration or accreditation in  one of these areas, check out our Master of Primary Teaching (5587), Master of Secondary Teaching (5700) or Graduate Certificate in Early Childhood Education and Care (3327) programs. Depending on your career aspirations and interests, you can complete  majors in the following areas:","Successful completion of the program will equip graduates for a rewarding and productive career in a range of educational settings, meeting individual professional learning and research development needs and enabling graduates to work within Australia and throughout the world. A variety of employment opportunities await graduates such as leading curriculum innovators, learning and teaching specialists, learning support teachers, educational administration, training and development, leading teacher, educational management consultant, teacher in adult and community education, specialist practitioner consultant, policy and planning officer, education officer, school principal, vice-principal and lecturer/tutor.",Australia,Yes,Yes,No,Yes,No,
