Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Prerequisite_3,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks,Subject_or_Unit_1,Subject_Objective_1,Subject_Description_1,Subject_or_Unit_2,Subject_Objective_2,Subject_Description_2,Subject_or_Unit_3,Subject_Objective_3,Subject_Description_3,Subject_or_Unit_4,Subject_Objective_4,Subject_Description_4,Subject_or_Unit_5,Subject_Objective_5,Subject_Description_5,Subject_or_Unit_6,Subject_Objective_6,Subject_Description_6,Subject_or_Unit_7,Subject_Objective_7,Subject_Description_7,Subject_or_Unit_8,Subject_Objective_8,Subject_Description_8,Subject_or_Unit_9,Subject_Objective_9,Subject_Description_9,Subject_or_Unit_10,Subject_Objective_10,Subject_Description_10,Subject_or_Unit_11,Subject_Objective_11,Subject_Description_11,Subject_or_Unit_12,Subject_Objective_12,Subject_Description_12,Subject_or_Unit_13,Subject_Objective_13,Subject_Description_13,Subject_or_Unit_14,Subject_Objective_14,Subject_Description_14,Subject_or_Unit_15,Subject_Objective_15,Subject_Description_15,Subject_or_Unit_16,Subject_Objective_16,Subject_Description_16,Subject_or_Unit_17,Subject_Objective_17,Subject_Description_17,Subject_or_Unit_18,Subject_Objective_18,Subject_Description_18,Subject_or_Unit_19,Subject_Objective_19,Subject_Description_19,Subject_or_Unit_20,Subject_Objective_20,Subject_Description_20,Subject_or_Unit_21,Subject_Objective_21,Subject_Description_21,Subject_or_Unit_22,Subject_Objective_22,Subject_Description_22,Subject_or_Unit_23,Subject_Objective_23,Subject_Description_23,Subject_or_Unit_24,Subject_Objective_24,Subject_Description_24,Subject_or_Unit_25,Subject_Objective_25,Subject_Description_25,Subject_or_Unit_26,Subject_Objective_26,Subject_Description_26,Subject_or_Unit_27,Subject_Objective_27,Subject_Description_27,Subject_or_Unit_28,Subject_Objective_28,Subject_Description_28,Subject_or_Unit_29,Subject_Objective_29,Subject_Description_29,Subject_or_Unit_30,Subject_Objective_30,Subject_Description_30,Subject_or_Unit_31,Subject_Objective_31,Subject_Description_31,Subject_or_Unit_32,Subject_Objective_32,Subject_Description_32,Subject_or_Unit_33,Subject_Objective_33,Subject_Description_33,Subject_or_Unit_34,Subject_Objective_34,Subject_Description_34,Subject_or_Unit_35,Subject_Objective_35,Subject_Description_35,Subject_or_Unit_36,Subject_Objective_36,Subject_Description_36,Subject_or_Unit_37,Subject_Objective_37,Subject_Description_37,Subject_or_Unit_38,Subject_Objective_38,Subject_Description_38,Subject_or_Unit_39,Subject_Objective_39,Subject_Description_39,Subject_or_Unit_40,Subject_Objective_40,Subject_Description_40
BA,Notre Dame University,Fremantle,Bachelor of Philosophy,Humanities and Social Science,28600,12800,AUD,Years,3,Years,Yes,Yes,ATAR,70,STAT,135,IB,24,https://www.notredame.edu.au/programs/fremantle/school-of-philosophy-and-theology/undergraduate/bachelor-of-philosophy,English,A,"School of Philosophy & Theology, Fremantle Campus
When you undertake the Bachelor of Philosophy, you will be encouraged to reflect deeply and critically on the fundamental questions that have perplexed man since ancient times. You will also be challenged to examine your own beliefs, values and approach to living. A study of philosophy will boost your own critical thinking abilities and deepen your cultural literacy by exploring how philosophical thought has influenced Western culture."," | School of Philosophy & Theology, Fremantle Campus
When you undertake the Bachelor of Philosophy, you will be encouraged to reflect deeply and critically on the fundamental questions that have perplexed man since ancient times. You will also be challenged to examine your own beliefs, values and approach to living. A study of philosophy will boost your own critical thinking abilities and deepen your cultural literacy by exploring how philosophical thought has influenced Western culture. | ",Australia,No,Yes,No,Yes,No,"Program Code 3311, CRICOS Code 061708C | Please note: all applicants must be of school leaving age or older to apply. | Academic requirements for this program are outlined below.  In addition, to be eligible for admission, all applicants need to satisfy minimum requirements outlined at admission requirements. These include those relating to age and English Language Proficiency.  We also consider your application more broadly – your non-academic achievements (such as any previous leadership roles, volunteering, work, church and/or community involvement) as well as personal qualities - your aspirations and interests and your capacity to complete your chosen program.Applicants with recent Secondary Education:Indicative ATAR of 70 with a score of 50+ in ATAR English, ATAR Literature or ATAR English as an Additional Language or Dialect (EALD)ORMinimum International Baccalaureate (IB) score of 24Applicants with Higher Education StudyOther university studies completed at undergraduate level or higher, a minimum of 4 successfully completed subjects;ORSuccessful completion of the Notre Dame Tertiary Pathway Program or of another Enabling Program at a level deemed sufficient by the University.Applicants who have successfully completed subjects at another University, which are relevant to the selected program of study, may be eligible for Advanced Standing.Applicants with Vocational Education and Training (VET) studyCompleted AQF Certificate IV or higher in a relevant discipline, from an accredited provider such as TAFE or a Registered Training Organisation (RTO).Applicants with Work and Life ExperienceApplicants who left secondary education more than two years previously and who have not undertaken VET or higher education study since then, but with relevant work and life experience. Such experience may include, but is not limited to:STAT scores of at least 135 in the Multiple Choice section and 140 in the Written English section are requiredOR    Mature-age completion of two Year 12 WACE or HSC exams with a resulting ATAR of 70 or aboveORWestern Australian Certificate of Education (WACE) or equivalent results if these have been completed within the last 5 years.Please note: all applicants must be of school leaving age or older to apply. | ",Aesthetics: Philosophy of Art,,,Cosmology and Philosophy of Science,,,Epistemology: Theory of Knowledge,,,History of Philosophy – Ancient,,,History of Philosophy – Modern,,,Logical and Critical Thinking,,,Metaphysics – Theories of Being and Existence,,,Moral Philosophy,,,Myth and Meaning,,,Natural Law,,,Philosophy of the Human Person,,,Philosophy of Language,,,Philosophy of Love and Friendship,,,Special Topics in Philosophy,,,Directed Individual Study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Notre Dame University,Sydney,Bachelor of Philosophy,Humanities and Social Science,28600,12800,AUD,Years,3,Years,Yes,Yes,ATAR,,STAT,,IB,24,https://www.notredame.edu.au/programs/sydney/school-of-philosophy-and-theology/undergraduate/bachelor-of-philosophy,English,A,"School of Philosophy & Theology, Sydney Campus
The Bachelor of Philosophy offers a comprehensive education in the history, major domains and contemporary issues of philosophy. You will develop high-level critical thinking skills and the ability to defend and communicate a reasoned point of view. As a graduate this means you will find employment in areas where the ability to think clearly, logically and creatively are valued."," | School of Philosophy & Theology, Sydney Campus
The Bachelor of Philosophy offers a comprehensive education in the history, major domains and contemporary issues of philosophy. You will develop high-level critical thinking skills and the ability to defend and communicate a reasoned point of view. As a graduate this means you will find employment in areas where the ability to think clearly, logically and creatively are valued. | ",Australia,No,Yes,No,Yes,No,"Program Code 3311, CRICOS Code 061708C | Academic requirements for this program are outlined below.  In addition, to be eligible for admission, all applicants need to satisfy minimum requirements outlined at admission requirements. These include those relating to age and English Language Proficiency.  We also consider your application more broadly – your non-academic achievements (such as any previous leadership roles, volunteering, work, church and/or community involvement) as well as personal qualities - your aspirations and interests and your capacity to complete your chosen program.Applicants with recent Secondary Education:HSC Performance Band Results with a Band 4 in English, a minimum average of Bands 4s and an overall minimum average HSC mark of 70% in HSC Category A Courses (or Interstate equivalent). Applicants must be eligible for an ATAR or OP; orMinimum International Baccalaureate (IB) score of 24.Applicants with Higher Education StudyOther University Studies completed at undergraduate level or higher. A minimum number of 4 successfully completed subjectsSuccessful completion of the Notre Dame Tertiary Pathway Program or of another Enabling Program at a level deemed sufficient by the University.Applicants who have successfully completed subjects at another University, which are relevant to the selected program of study, may be eligible for Advanced Standing.Applicants with Vocational Education and Training (VET) studyCompleted AQF Certificate IV or higher in a relevant discipline, from an accredited provider such as TAFE or a Registered Training Organisation (RTO).Applicants with Work and Life ExperienceApplicants with relevant work and life experience who left secondary education more than two years ago and have not undertaken VET or higher education study since then may seek admission on the basis of:Their experience. ‘Experience’ could include a combination of factors sufficient to demonstrate readiness for higher education such as Mature Age entry, relevant professional experience, community involvement or work experience. Applicants may have undertaken non-formal programs that have helped prepare them for tertiary education or are relevant to the proposed higher education field of study. Evidence must be provided as to the type and duration or employment (minimum of two years) in a relevant industry. The Special Tertiary Admissions Test (STAT) may be required.STAT – Scores of 150 in the Multiple Choice and Written English sections are required.Higher School Certificate (HSC) (or equivalent) results if these have been completed within the last 5 years. | ",Logos I,,,Logos II,,,Logos III,,,The Method and Basic Problems of Philosophy,,,History of Philosophy: Ancient,,,General Elective 1,,,Critical Thinking,,,Philosophy of the Human Person,,,History of Philosophy: Medieval,,,General Elective 2,,,History of Philosophy: Modern,,,Epistemology – Ways of Knowing,,,Moral Philosophy,,,History of Philosophy: Contemporary,,,Political Philosophy,,,Natural Law,,,General Elective 3,,,An Introduction to Metaphysics,,,Faith and Reason,,,General Elective 4,,,"Metaphysics, Being & God",,,Philosophy of Science,,,General Elective 5,,,General Elective 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Notre Dame University,Sydney,"Bachelor of Philosophy, Politics and Economics",Humanities and Social Science,,,AUD,Years,3,Years,Yes,Yes,,,,,,,"https://www.notredame.edu.au/programs/sydney/school-of-philosophy-and-theology/undergraduate/bachelor-of-philosophy,-politics-and-economics",English,A,"School of Philosophy & Theology, Sydney Campus
The Bachelor of Philosophy, Politics and Economics is designed for those who want to understand human communities and society. The program trains future leaders and professionals to make a difference in all walks of life. Students will learn to integrate knowledge, by focussing on how society can either promote or thwart human flourishing. Philosophy will give the concepts and skills to identify questions and problems, thinking through them clearly and creatively. Studying Politics, students will consider governance, leadership, and the importance of law and policy. Through economics, they will learn to solve a range of problems through economic reasoning. Bringing together these disciplines, graduates will appreciate the central importance of the human person’s quest to lead a good life, working with others toward the common good.","School of Philosophy & Theology, Sydney Campus
The Bachelor of Philosophy, Politics and Economics is designed for those who want to understand human communities and society. The program trains future leaders and professionals to make a difference in all walks of life. Students will learn to integrate knowledge, by focussing on how society can either promote or thwart human flourishing. Philosophy will give the concepts and skills to identify questions and problems, thinking through them clearly and creatively. Studying Politics, students will consider governance, leadership, and the importance of law and policy. Through economics, they will learn to solve a range of problems through economic reasoning. Bringing together these disciplines, graduates will appreciate the central importance of the human person’s quest to lead a good life, working with others toward the common good. | ",Australia,No,Yes,No,Yes,No,"Program Code 3573, CRICOS 103322C |  | ",Logos I (Core),,,Logos II (Core),,,Logos III (Core),,,Introduction to World Politics,,,Economics,,,Ancient Philosophy,,,"Policy, Democracy and Governance in Australia",,,Quantitative Methods for Business,,,Philosophy of the Human Person,,,Public Policy and Practice: The Business of Government,,,Moral Philosophy,,,Microeconomic Theory and Policy,,,Political Philosophy,,,Macroeconomic Theory and Practice,,,"Internship in Philosophy, Politics or Business",,,Philosophy Electives,,,History of Philosophy: Medieval,,,History of Philosophy: Modern,,,History of Philosophy: Contemporary,,,Business Ethics,,,Introduction to Formal Logic,,,Philosophy of Science,,,Philosophy of Language,,,Epistemology: Ways of Knowing,,,Aquinas: Analytic and Phenomenological Approaches,,,Introduction to Metaphysics,,,Faith and Reason,,,Philosophy of Religion,,,News and Current Affairs,,,Religion and World Politics,,,Terrorism and Violent Extremism,,,Home and Away: Comparing Political Systems,,,Australian Foreign Policy,,,The Politics and History of Genocide,,,Terrorism and Intelligence,,,"Nationalism, Ethnicity and Race",,,The Modern Middle East,,,"Strategy, Security and Diplomacy",,,USA Foreign Policy Since 1945,,,Intermediate Mathematics for Economics and Finance,,
BA,Notre Dame University,Fremantle,Bachelor of Theology,Humanities and Social Science,28600,12800,AUD,Years,3,Years,Yes,Yes,ATAR,70,STAT,135,IB,24,https://www.notredame.edu.au/programs/fremantle/school-of-philosophy-and-theology/undergraduate/bachelor-of-theology,English,A,"School of Philosophy & Theology, Fremantle Campus
Theology explores important issues such as the nature of God, the kind of God revealed for us in Jesus Christ, the nature of personal identity and of humanity and human origins and destiny. The Bachelor of Theology is designed to provide students with grounding in Biblical and Theological Studies and will appeal to those who wish to pursue their own spiritual growth or embark on a career in the ministry, teaching or pastoral care."," | School of Philosophy & Theology, Fremantle Campus
Theology explores important issues such as the nature of God, the kind of God revealed for us in Jesus Christ, the nature of personal identity and of humanity and human origins and destiny. The Bachelor of Theology is designed to provide students with grounding in Biblical and Theological Studies and will appeal to those who wish to pursue their own spiritual growth or embark on a career in the ministry, teaching or pastoral care. | ",Australia,No,Yes,No,Yes,No,"Program Code 3248, CRICOS Code 015330C | Please Note: Theology is the necessary qualification for those wishing to exercise various ministries within the Christian community and to contribute to the work of the Church. It is also the necessary basis for graduate theological study and research. | Academic requirements for this program are outlined below.  In addition, to be eligible for admission, all applicants need to satisfy minimum requirements outlined at admission requirements. These include those relating to age and English Language Proficiency.  We also consider your application more broadly – your non-academic achievements (such as any previous leadership roles, volunteering, work, church and/or community involvement) as well as personal qualities - your aspirations and interests and your capacity to complete your chosen program.Applicants with recent Secondary Education:Indicative ATAR of 70 with a score of 50+ in ATAR English, ATAR Literature or ATAR English as an Additional Language or Dialect (EALD)ORMinimum International Baccalaureate (IB) score of 24Applicants with Higher Education StudyOther university studies completed at undergraduate level or higher, a minimum of 4 successfully completed subjects;ORSuccessful completion of the Notre Dame Tertiary Pathway Program or of another Enabling Program at a level deemed sufficient by the University.Applicants who have successfully completed subjects at another University, which are relevant to the selected program of study, may be eligible for Advanced Standing.Applicants with Vocational Education and Training (VET) studyCompleted AQF Certificate IV or higher in a relevant discipline, from an accredited provider such as TAFE or a Registered Training Organisation (RTO).Applicants with Work and Life ExperienceApplicants who left secondary education more than two years previously and who have not undertaken VET or higher education study since then, but with relevant work and life experience. Such experience may include, but is not limited to:STAT scores of at least 135 in the Multiple Choice section and 140 in the Written English section are requiredOR    Mature-age completion of two Year 12 WACE or HSC exams with a resulting ATAR of 70 or aboveORWestern Australian Certificate of Education (WACE) or equivalent results if these have been completed within the last 5 years.Please note: all applicants must be of school leaving age or older to apply. | ",Scripture,,,Church History,,,Systematic Theology,,,Moral Theology,,,Pastoral Theology,,,Introduction to Old Testament,,,Introduction to New Testament,,,Faith & Culture - Fundamental Theology,,,Christology,,,Liturgy: Work of God and Work of God’s People,,,Introduction to Christian Spirituality,,,Writings of Paul: Freedom in the Spirit,,,Scripture and Church,,,The Medieval Christian Experience,,,Pastoral Theology Foundations,,,Bioethics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Notre Dame University,Fremantle,Bachelor of Philosophy / Bachelor of Theology,Humanities and Social Science,28600,12800,AUD,Years,3,Years,Yes,Yes,ATAR,70,STAT,135,IB,24,https://www.notredame.edu.au/programs/fremantle/school-of-philosophy-and-theology/undergraduate/bachelor-of-philosophy-theology,English,A,"School of Philosophy & Theology, Fremantle Campus
When you undertake the Bachelor of Philosophy/Bachelor of Theology, you will be encouraged to reflect deeply and critically on the fundamental questions that have perplexed man since ancient times. You will also be challenged to examine your own beliefs, values and approach to living. A study of philosophy will boost your own critical thinking abilities and deepen your cultural literacy by exploring how philosophical thought has influenced Western culture."," | School of Philosophy & Theology, Fremantle Campus
When you undertake the Bachelor of Philosophy/Bachelor of Theology, you will be encouraged to reflect deeply and critically on the fundamental questions that have perplexed man since ancient times. You will also be challenged to examine your own beliefs, values and approach to living. A study of philosophy will boost your own critical thinking abilities and deepen your cultural literacy by exploring how philosophical thought has influenced Western culture. | ",Australia,No,Yes,No,Yes,No,"Program Code 3432, CRICOS Code 085835J | Please note: all applicants must be of school leaving age or older to apply. | Academic requirements for this program are outlined below.  In addition, to be eligible for admission, all applicants need to satisfy minimum requirements outlined at admission requirements. These include those relating to age and English Language Proficiency.  We also consider your application more broadly – your non-academic achievements (such as any previous leadership roles, volunteering, work, church and/or community involvement) as well as personal qualities - your aspirations and interests and your capacity to complete your chosen program.Applicants with recent Secondary Education:Indicative ATAR of 70 with a score of 50+ in ATAR English, ATAR Literature or ATAR English as an Additional Language or Dialect (EALD)ORMinimum International Baccalaureate (IB) score of 24Applicants with Higher Education StudyOther university studies completed at undergraduate level or higher, a minimum of 4 successfully completed subjects;ORSuccessful completion of the Notre Dame Tertiary Pathway Program or of another Enabling Program at a level deemed sufficient by the University.Applicants who have successfully completed subjects at another University, which are relevant to the selected program of study, may be eligible for Advanced Standing.Applicants with Vocational Education and Training (VET) studyCompleted AQF Certificate IV or higher in a relevant discipline, from an accredited provider such as TAFE or a Registered Training Organisation (RTO).Applicants with Work and Life ExperienceApplicants who left secondary education more than two years previously and who have not undertaken VET or higher education study since then, but with relevant work and life experience. Such experience may include, but is not limited to:STAT scores of at least 135 in the Multiple Choice section and 140 in the Written English section are requiredOR    Mature-age completion of two Year 12 WACE or HSC exams with a resulting ATAR of 70 or aboveORWestern Australian Certificate of Education (WACE) or equivalent results if these have been completed within the last 5 years.Please note: all applicants must be of school leaving age or older to apply. | ",3 Core Curruculum courses,,,13 Philosophy elective courses,,,13 Theology elective courses,,,11 general elective courses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Notre Dame University,Sydney,Bachelor of Theology,Humanities and Social Science,28600,12800,AUD,Years,3,Years,Yes,Yes,ATAR,,STAT,,IB,24,https://www.notredame.edu.au/programs/sydney/school-of-philosophy-and-theology/undergraduate/bachelor-of-theology,English,A,"School of Philosophy & Theology, Sydney Campus
Theology holds a central place in the life and mission of any Catholic university. Our Bachelor of Theology is designed to help you to develop the skills necessary to examine Scripture and the traditions of the Catholic Church – thus deepening your own faith and your ability to work more effectively in the Christian community. Those who have a knowledge of theology, and can also articulate those concepts clearly, can make significant contributions to society."," | School of Philosophy & Theology, Sydney Campus
Theology holds a central place in the life and mission of any Catholic university. Our Bachelor of Theology is designed to help you to develop the skills necessary to examine Scripture and the traditions of the Catholic Church – thus deepening your own faith and your ability to work more effectively in the Christian community. Those who have a knowledge of theology, and can also articulate those concepts clearly, can make significant contributions to society. | ",Australia,No,Yes,No,Yes,No,"Program Code 3248, CRICOS Code 015330C | Academic requirements for this program are outlined below.  In addition, to be eligible for admission, all applicants need to satisfy minimum requirements outlined at admission requirements. These include those relating to age and English Language Proficiency.  We also consider your application more broadly – your non-academic achievements (such as any previous leadership roles, volunteering, work, church and/or community involvement) as well as personal qualities - your aspirations and interests and your capacity to complete your chosen program.Applicants with recent Secondary Education:HSC Performance Band Results with a Band 4 in English, a minimum average of Bands 4s and an overall minimum average HSC mark of 70% in HSC Category A Courses (or Interstate equivalent). Applicants must be eligible for an ATAR or OP; orMinimum International Baccalaureate (IB) score of 24.Applicants with Higher Education StudyOther University Studies completed at undergraduate level or higher. A minimum number of 4 successfully completed subjectsSuccessful completion of the Notre Dame Tertiary Pathway Program or of another Enabling Program at a level deemed sufficient by the University.Applicants who have successfully completed subjects at another University, which are relevant to the selected program of study, may be eligible for Advanced Standing.Applicants with Vocational Education and Training (VET) studyCompleted AQF Certificate IV or higher in a relevant discipline, from an accredited provider such as TAFE or a Registered Training Organisation (RTO).Applicants with Work and Life ExperienceApplicants with relevant work and life experience who left secondary education more than two years ago and have not undertaken VET or higher education study since then may seek admission on the basis of:Their experience. ‘Experience’ could include a combination of factors sufficient to demonstrate readiness for higher education such as Mature Age entry, relevant professional experience, community involvement or work experience. Applicants may have undertaken non-formal programs that have helped prepare them for tertiary education or are relevant to the proposed higher education field of study. Evidence must be provided as to the type and duration or employment (minimum of two years) in a relevant industry. The Special Tertiary Admissions Test (STAT) may be required.STAT – Scores of 150 in the Multiple Choice and Written English sections are required.Higher School Certificate (HSC) (or equivalent) results if these have been completed within the last 5 years. | ",Logos I,,,Logos II,,,Logos III,,,Faith and Culture: Fundamental Theology,,,Introduction to the Old Testament,,,History of Philosophy: Ancient,,,Introduction to the New Testament,,,Christology,,,Philosophy of the Human Person,,,Pentateuch,,,History of Philosophy: Medieval,,,Ecclesiology/Mariology,,,Metaphysics – Theories of Being and Existence,,,The Prophets: Critics of the Status Quo,,,Trinity,,,Sacraments of Initiation,,,Liturgy,,,Synoptic Gospels: Mark and Matthew,,,The Johannine Literature,,,Eucharist I,,,Irish and Churches in Australia,,,Introduction to Christian Spirituality,,,Marriage and Sexuality,,,Fundamental Moral Theology,,,Two Philosophy Electives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Notre Dame University,Sydney,Bachelor of Philosophy/Bachelor of Theology,Humanities and Social Science,28600,12800,AUD,Years,5,Years,Yes,Yes,ATAR,,STAT,,IB,24,https://www.notredame.edu.au/programs/sydney/school-of-philosophy-and-theology/undergraduate/bachelor-of-philosophybachelor-of-theology,English,A,"School of Philosophy & Theology, Sydney Campus
Engaging in subject areas as diverse as Sacramental and Moral Theology, Critical Thinking, Metaphysics and Philosophy of the Human Person, this double degree provides a comprehensive education in both philosophy and theology. In this degree, not only will you learn about philosophy and theology within the Western tradition of thought, but you will also graduate knowing how to think, reason and argue at an advanced level – skills that are in high demand along any career path you choose, and in all walks of life. The Bachelor of Philosophy/Bachelor of Theology provides opportunity to study these interrelated disciplines within the context of the Catholic University and Catholic Tradition. Modelled on the Ratio for Australia and in response to the 2011 Decree on the Reform of Ecclesiastical Studies of Philosophy, this program offers the unique chance to all students to follow the requirements for seminarians and those pursuing religious education."," | School of Philosophy & Theology, Sydney Campus
Engaging in subject areas as diverse as Sacramental and Moral Theology, Critical Thinking, Metaphysics and Philosophy of the Human Person, this double degree provides a comprehensive education in both philosophy and theology. In this degree, not only will you learn about philosophy and theology within the Western tradition of thought, but you will also graduate knowing how to think, reason and argue at an advanced level – skills that are in high demand along any career path you choose, and in all walks of life. The Bachelor of Philosophy/Bachelor of Theology provides opportunity to study these interrelated disciplines within the context of the Catholic University and Catholic Tradition. Modelled on the Ratio for Australia and in response to the 2011 Decree on the Reform of Ecclesiastical Studies of Philosophy, this program offers the unique chance to all students to follow the requirements for seminarians and those pursuing religious education. | ",Australia,No,Yes,No,Yes,No,"Program Code 3432 | Academic requirements for this program are outlined below.  In addition, to be eligible for admission, all applicants need to satisfy minimum requirements outlined at admission requirements. These include those relating to age and English Language Proficiency.  We also consider your application more broadly – your non-academic achievements (such as any previous leadership roles, volunteering, work, church and/or community involvement) as well as personal qualities - your aspirations and interests and your capacity to complete your chosen program.Applicants with recent Secondary Education:HSC Performance Band Results with a Band 4 in English, a minimum average of Bands 4s and an overall minimum average HSC mark of 70% in HSC Category A Courses (or Interstate equivalent). Applicants must be eligible for an ATAR or OP; orMinimum International Baccalaureate (IB) score of 24.Applicants with Higher Education StudyOther University Studies completed at undergraduate level or higher. A minimum number of 4 successfully completed subjectsSuccessful completion of the Notre Dame Tertiary Pathway Program or of another Enabling Program at a level deemed sufficient by the University.Applicants who have successfully completed subjects at another University, which are relevant to the selected program of study, may be eligible for Advanced Standing.Applicants with Vocational Education and Training (VET) studyCompleted AQF Certificate IV or higher in a relevant discipline, from an accredited provider such as TAFE or a Registered Training Organisation (RTO).Applicants with Work and Life ExperienceApplicants with relevant work and life experience who left secondary education more than two years ago and have not undertaken VET or higher education study since then may seek admission on the basis of:Their experience. ‘Experience’ could include a combination of factors sufficient to demonstrate readiness for higher education such as Mature Age entry, relevant professional experience, community involvement or work experience. Applicants may have undertaken non-formal programs that have helped prepare them for tertiary education or are relevant to the proposed higher education field of study. Evidence must be provided as to the type and duration or employment (minimum of two years) in a relevant industry. The Special Tertiary Admissions Test (STAT) may be required.STAT – Scores of 150 in the Multiple Choice and Written English sections are required.Higher School Certificate (HSC) (or equivalent) results if these have been completed within the last 5 years. | ",Logos I,,,Logos II,,,Logos III,,,History of Philosophy: Ancient,,,Basic Method and Problems of Philosophy,,,Philosophy Elective 1,,,Critical Thinking,,,History of Philosophy: Medieval,,,Philosophy Elective 2,,,History of Philosophy: Modern,,,Moral Philosophy,,,History of Philosophy: Contemporary,,,Philosophy of the Human Person,,,Philosophy Elective 3,,,Philosophy Elective 4,,,Philosophy Elective 5,,,Foundations of Catholic Theology,,,Introduction to the Old Testament,,,Liturgy: Work of God and Work of God’s People,,,Introduction to Greek or Hebrew,,,Introduction to the New Testament,,,Early Church History,,,Translating Greek/Hebrew,,,Fundamental Moral Theology,,,Pentateuch,,,Ecclesiology and Mariology,,,Greek/Hebrew/Latin,,,Ministry of Social Justice,,,Trinity,,,Sacraments of Initiation,,,Christology,,,The Gospels of Mark and Matthew,,,The Johannine Literature,,,Sacraments of Healing and Reconciliation,,,Eucharist,,,Medieval Church History,,,Introduction to Christian Spirituality,,,Marriage and Sexuality,,,Writings of Paul: Freedom in the Spirit,,,Marriage and Orders,,
BA,Notre Dame University,Sydney,Undergraduate Certificate in Philosophy,Humanities and Social Science,29900,16720,AUD,Years,6,Months,Yes,Yes,,,,,,,https://www.notredame.edu.au/programs/sydney/school-of-philosophy-and-theology/undergraduate/undergraduate-certificate-in-philosophy,English,A,"School of Philosophy & Theology
The Undergraduate Certificate in Philosophy offers students the opportunity to experience University-level studies in subjects such as the History of Philosophy, Basic Methods and Problems of Philosophy, Critical Thinking, and Logic.","School of Philosophy & Theology
The Undergraduate Certificate in Philosophy offers students the opportunity to experience University-level studies in subjects such as the History of Philosophy, Basic Methods and Problems of Philosophy, Critical Thinking, and Logic. | ",Australia,No,No,No,No,No,Program Code 2311 | ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA,Notre Dame University,Sydney,Undergraduate Certificate in Theology,Humanities and Social Science,29900,16720,AUD,Years,6,Months,Yes,Yes,,,,,,,https://www.notredame.edu.au/programs/sydney/school-of-philosophy-and-theology/undergraduate/undergraduate-certificate-in-theology,English,A,"School of Philosophy & Theology
The Undergraduate Certificate in Theology offers students the opportunity to experience University-level studies as they explore the Catholic tradition. Students of the Undergraduate Certificate in Theology study scripture and doctrine, including the sacraments and liturgy.","School of Philosophy & Theology
The Undergraduate Certificate in Theology offers students the opportunity to experience University-level studies as they explore the Catholic tradition. Students of the Undergraduate Certificate in Theology study scripture and doctrine, including the sacraments and liturgy. | ",Australia,No,No,No,No,No,Program Code 2248 | ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,Notre Dame University,Fremantle,Graduate Certificate in Liberal Arts (Philosophy & Theology),Humanities and Social Science,33800,26900,AUD,Years,6,Months,Yes,Yes,,,,,,,https://www.notredame.edu.au/programs/fremantle/school-of-philosophy-and-theology/postgraduate/graduate-certificate-in-liberal-arts,English,A,"School of Philosophy & Theology, Fremantle Campus
The Graduate Certificate in Liberal Arts covers a range of theological, moral and ethical issues such as Moral Philosophy, Scripture and the Church, and the Foundations of Moral Theology.","School of Philosophy & Theology, Fremantle Campus
The Graduate Certificate in Liberal Arts covers a range of theological, moral and ethical issues such as Moral Philosophy, Scripture and the Church, and the Foundations of Moral Theology. | ",Australia,No,Yes,No,Yes,No,Program Code 4110 |  | ,Moral Philosophy,,,Ethical Issues in Professional Life,,,Political Philosophy,,,Foundations of Moral Theology,,,Scripture and Church,,,Gospel of Luke and Acts of the Apostles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
