Study_Mode,Course_Lang,Duration,Availability,Study_Type,Currency_Time,Blended,Offline,Faculty,Mode_of_Study,Local_Fees,Online_Only,Description,Currency,Online,Course,Part_Time,Int_Description,University,Website,Full_Time,City,Course_Level,Career_Outcomes,Level_Code,Duration_Time,Int_Fees,Distance
1,English,3,A,Offline,Years,,Yes,Business & Commerce & Finance & Accounting,Full Time / Part Time,9981,No,"Create your own unique career path whilst honing your communication skills as part of your commerce specialisations. We start with four key foundation units (managing money, people, markets and working with IT) which prepare you for whatever area of business you wish to pursue. Study commerce and you can tailor your degree to open up career opportunities in accounting and finance to marketing, event management, informatics and human resources. Other specialisations include data analytics, entrepreneurship, IT, Indigenous business studies, international business, informatics, and occupational health, safety and environment. Boost your credentials Our commerce specialisations come with a range of relevant credentials, such as the prestigious EPAS international accreditation from the European Foundation for Management Development. If you graduate with an accounting major and minor, you’ll be eligible for membership with CPA Australia, Chartered Accountants Australia and New Zealand, and the Institute of Public Accountants. Choose human resource management and you can become a member of the Australian Human Resources Institute. Marketing graduates, meanwhile, can join the Australian Marketing Institute.",AUD,,Bachelor of Commerce,Yes,"Create your own unique career path whilst honing your communication skills as part of your commerce specialisations. We start with four key foundation units (managing money, people, markets and working with IT) which prepare you for whatever area of business you wish to pursue. Study commerce and you can tailor your degree to open up career opportunities in accounting and finance to marketing, event management, informatics and human resources. Other specialisations include data analytics, entrepreneurship, IT, Indigenous business studies, international business, informatics, and occupational health, safety and environment.Boost your credentialsOur commerce specialisations come with a range of relevant credentials, such as the prestigious EPAS international accreditation from the European Foundation for Management Development. If you graduate with an accounting major and minor, you’ll be eligible for membership with CPA Australia, Chartered Accountants Australia and New Zealand, and the Institute of Public Accountants. Choose human resource management and you can become a member of the Australian Human Resources Institute. Marketing graduates, meanwhile, can join the Australian Marketing Institute.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_commerce,Yes,New South Wales,Bachelor,Accounting firms Advertising Business management Business regulation Data analytics Employment relations Event management Financial management Human resource management International trade and investment Marketing management Marketing research Personal investment Policy administration Retailing and wholesaling,UG,Years,29080,Blended
1,English,3,A,Offline,Years,,Yes,Business & Commerce & Finance & Accounting,Full Time / Part Time,9981,No,"Create your own unique career path whilst honing your communication skills as part of your commerce specialisations. We start with four key foundation units (managing money, people, markets and working with IT) which prepare you for whatever area of business you wish to pursue. Study commerce and you can tailor your degree to open up career opportunities in accounting and finance to marketing, event management, informatics and human resources. Other specialisations include data analytics, entrepreneurship, IT, Indigenous business studies, international business, informatics, and occupational health, safety and environment. Boost your credentials Our commerce specialisations come with a range of relevant credentials, such as the prestigious EPAS international accreditation from the European Foundation for Management Development. If you graduate with an accounting major and minor, you’ll be eligible for membership with CPA Australia, Chartered Accountants Australia and New Zealand, and the Institute of Public Accountants. Choose human resource management and you can become a member of the Australian Human Resources Institute. Marketing graduates, meanwhile, can join the Australian Marketing Institute.",AUD,,Bachelor of Commerce,Yes,"Create your own unique career path whilst honing your communication skills as part of your commerce specialisations. We start with four key foundation units (managing money, people, markets and working with IT) which prepare you for whatever area of business you wish to pursue. Study commerce and you can tailor your degree to open up career opportunities in accounting and finance to marketing, event management, informatics and human resources. Other specialisations include data analytics, entrepreneurship, IT, Indigenous business studies, international business, informatics, and occupational health, safety and environment.Boost your credentialsOur commerce specialisations come with a range of relevant credentials, such as the prestigious EPAS international accreditation from the European Foundation for Management Development. If you graduate with an accounting major and minor, you’ll be eligible for membership with CPA Australia, Chartered Accountants Australia and New Zealand, and the Institute of Public Accountants. Choose human resource management and you can become a member of the Australian Human Resources Institute. Marketing graduates, meanwhile, can join the Australian Marketing Institute.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_commerce,Yes,North Sydney,Bachelor,Accounting firms Advertising Business management Business regulation Data analytics Employment relations Event management Financial management Human resource management International trade and investment Marketing management Marketing research Personal investment Policy administration Retailing and wholesaling,UG,Years,29080,Blended
1,English,3,A,Offline,Years,,Yes,Creative Arts & Design & Music,Full Time / Part Time,6680,No,"The Bachelor of Creative Arts prepares students to fill key creative roles in industries such as the performing arts, communication, music, and new media, drama, visual arts and related fields of education. Students complete major studies in drama, english, media (Melb), music, or the visual arts and may choose a minor study in communication, creative writing, or in graphic design (Melb only). The Arts Advantage and Community Engagement units are also completed. Students are encouraged to actively engage with the community through the creative arts so that they enter the workforce with documented experience and evidence of their creative capabilities and achievements.",AUD,,Bachelor of Creative Arts,Yes,"The Bachelor of Creative Arts prepares students to fill key creative roles in industries such as the performing arts, communication, music, and new media, drama, visual arts and related fields of education. Students complete major studies in drama, english, media (Melb), music, or the visual arts and may choose a minor study in communication, creative writing, or in graphic design (Melb only). The Arts Advantage and Community Engagement units are also completed. Students are encouraged to actively engage with the community through the creative arts so that they enter the workforce with documented experience and evidence of their creative capabilities and achievements.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_creative_arts,Yes,Brisbane,Bachelor,"Arts administration, communications, public relations, film and multi-media, community arts worker, community organisations, creative director and teaching (with further study).",UG,Years,24104,Blended
1,English,3,A,Offline,Years,,Yes,Creative Arts & Design & Music,Full Time / Part Time,6680,No,"The Bachelor of Creative Arts prepares students to fill key creative roles in industries such as the performing arts, communication, music, and new media, drama, visual arts and related fields of education. Students complete major studies in drama, english, media (Melb), music, or the visual arts and may choose a minor study in communication, creative writing, or in graphic design (Melb only). The Arts Advantage and Community Engagement units are also completed. Students are encouraged to actively engage with the community through the creative arts so that they enter the workforce with documented experience and evidence of their creative capabilities and achievements.",AUD,,Bachelor of Creative Arts,Yes,"The Bachelor of Creative Arts prepares students to fill key creative roles in industries such as the performing arts, communication, music, and new media, drama, visual arts and related fields of education. Students complete major studies in drama, english, media (Melb), music, or the visual arts and may choose a minor study in communication, creative writing, or in graphic design (Melb only). The Arts Advantage and Community Engagement units are also completed. Students are encouraged to actively engage with the community through the creative arts so that they enter the workforce with documented experience and evidence of their creative capabilities and achievements.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_creative_arts,Yes,Melbourne,Bachelor,"Arts administration, communications, public relations, film and multi-media, community arts worker, community organisations, creative director and teaching (with further study).",UG,Years,24104,Blended
2,English,4,A,Online,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"The Bachelor of Early Childhood Education (Birth to Five Years) is aimed at those students dedicated to a career teaching in a birth to five setting. Developed in response to workforce needs in the early childhood sector, the course can be undertaken as a natural progression for graduates of the Diploma of Early Childhood Education and Care/Diploma of Children’s Services or as a standalone course. Graduates of the course will have a strong grounding in early childhood curriculum and pedagogy. We also recognise that an early childhood educator is likely to teach a diverse range of students across the course of their career. Our students will be equipped with the knowledge and skills to respond to this diversity. Units cover a range of issues including: This course is ideal for those who see themselves as future leaders in the field. Built into the course are a number of units focusing on the individual’s development as a teaching professional including: Upon completion of the Bachelor of Early Childhood Education (Birth to Five Years) students are eligible to seek accreditation as four-year trained early childhood teachers in early childhood settings. See ACECQA approved qualifications.",AUD,Yes,Bachelor of Early Childhood Education (Birth to Five Years),Yes,"The Bachelor of Early Childhood Education (Birth to Five Years) is aimed at those students dedicated to a career teaching in a birth to five setting.Developed in response to workforce needs in the early childhood sector, the course can be undertaken as a natural progression for graduates of the Diploma of Early Childhood Education and Care/Diploma of Children’s Services or as a standalone course. Graduates of the course will have a strong grounding in early childhood curriculum and pedagogy.We also recognise that an early childhood educator is likely to teach a diverse range of students across the course of their career. Our students will be equipped with the knowledge and skills to respond to this diversity. Units cover a range of issues including:This course is ideal for those who see themselves as future leaders in the field. Built into the course are a number of units focusing on the individual’s development as a teaching professional including:Upon completion of the Bachelor of Early Childhood Education (Birth to Five Years) students are eligible to seek accreditation as four-year trained early childhood teachers in early childhood settings.See ACECQA approved qualifications.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_early_childhood_education_birth_to_five_years,Yes,Brisbane,Bachelor,Graduates are eligible for employment in Australia and overseas as Early Childhood Teachers in early childhood settings.,UG,Years,24104,Blended
2,English,4,A,Online,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"The Bachelor of Early Childhood Education (Birth to Five Years) is aimed at those students dedicated to a career teaching in a birth to five setting. Developed in response to workforce needs in the early childhood sector, the course can be undertaken as a natural progression for graduates of the Diploma of Early Childhood Education and Care/Diploma of Children’s Services or as a standalone course. Graduates of the course will have a strong grounding in early childhood curriculum and pedagogy. We also recognise that an early childhood educator is likely to teach a diverse range of students across the course of their career. Our students will be equipped with the knowledge and skills to respond to this diversity. Units cover a range of issues including: This course is ideal for those who see themselves as future leaders in the field. Built into the course are a number of units focusing on the individual’s development as a teaching professional including: Upon completion of the Bachelor of Early Childhood Education (Birth to Five Years) students are eligible to seek accreditation as four-year trained early childhood teachers in early childhood settings. See ACECQA approved qualifications.",AUD,Yes,Bachelor of Early Childhood Education (Birth to Five Years),Yes,"The Bachelor of Early Childhood Education (Birth to Five Years) is aimed at those students dedicated to a career teaching in a birth to five setting.Developed in response to workforce needs in the early childhood sector, the course can be undertaken as a natural progression for graduates of the Diploma of Early Childhood Education and Care/Diploma of Children’s Services or as a standalone course. Graduates of the course will have a strong grounding in early childhood curriculum and pedagogy.We also recognise that an early childhood educator is likely to teach a diverse range of students across the course of their career. Our students will be equipped with the knowledge and skills to respond to this diversity. Units cover a range of issues including:This course is ideal for those who see themselves as future leaders in the field. Built into the course are a number of units focusing on the individual’s development as a teaching professional including:Upon completion of the Bachelor of Early Childhood Education (Birth to Five Years) students are eligible to seek accreditation as four-year trained early childhood teachers in early childhood settings.See ACECQA approved qualifications.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_early_childhood_education_birth_to_five_years,Yes,Melbourne,Bachelor,Graduates are eligible for employment in Australia and overseas as Early Childhood Teachers in early childhood settings.,UG,Years,24104,Blended
2,English,4,A,Online,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"The Bachelor of Early Childhood Education (Birth to Five Years) is aimed at those students dedicated to a career teaching in a birth to five setting. Developed in response to workforce needs in the early childhood sector, the course can be undertaken as a natural progression for graduates of the Diploma of Early Childhood Education and Care/Diploma of Children’s Services or as a standalone course. Graduates of the course will have a strong grounding in early childhood curriculum and pedagogy. We also recognise that an early childhood educator is likely to teach a diverse range of students across the course of their career. Our students will be equipped with the knowledge and skills to respond to this diversity. Units cover a range of issues including: This course is ideal for those who see themselves as future leaders in the field. Built into the course are a number of units focusing on the individual’s development as a teaching professional including: Upon completion of the Bachelor of Early Childhood Education (Birth to Five Years) students are eligible to seek accreditation as four-year trained early childhood teachers in early childhood settings. See ACECQA approved qualifications.",AUD,Yes,Bachelor of Early Childhood Education (Birth to Five Years),Yes,"The Bachelor of Early Childhood Education (Birth to Five Years) is aimed at those students dedicated to a career teaching in a birth to five setting.Developed in response to workforce needs in the early childhood sector, the course can be undertaken as a natural progression for graduates of the Diploma of Early Childhood Education and Care/Diploma of Children’s Services or as a standalone course. Graduates of the course will have a strong grounding in early childhood curriculum and pedagogy.We also recognise that an early childhood educator is likely to teach a diverse range of students across the course of their career. Our students will be equipped with the knowledge and skills to respond to this diversity. Units cover a range of issues including:This course is ideal for those who see themselves as future leaders in the field. Built into the course are a number of units focusing on the individual’s development as a teaching professional including:Upon completion of the Bachelor of Early Childhood Education (Birth to Five Years) students are eligible to seek accreditation as four-year trained early childhood teachers in early childhood settings.See ACECQA approved qualifications.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_early_childhood_education_birth_to_five_years,Yes,New South Wales,Bachelor,Graduates are eligible for employment in Australia and overseas as Early Childhood Teachers in early childhood settings.,UG,Years,24104,Blended
1,English,4,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education. Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in: The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as: All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools. As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",AUD,Yes,Bachelor of Education (Early Childhood and Primary),Yes,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education.Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in:The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as:All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools.As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_education_early_childhood_and_primary,Yes,Ballarat,Bachelor,"Graduates are eligible for registration as a primary school teacher in government, independent and Catholic schools, and as an early childhood teacher in the prior to school sector.",UG,Years,24104,Blended
1,English,4,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education. Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in: The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as: All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools. As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",AUD,Yes,Bachelor of Education (Early Childhood and Primary),Yes,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education.Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in:The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as:All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools.As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_education_early_childhood_and_primary,Yes,Blacktown,Bachelor,"Graduates are eligible for registration as a primary school teacher in government, independent and Catholic schools, and as an early childhood teacher in the prior to school sector.",UG,Years,24104,Blended
1,English,4,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education. Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in: The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as: All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools. As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",AUD,Yes,Bachelor of Education (Early Childhood and Primary),Yes,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education.Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in:The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as:All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools.As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_education_early_childhood_and_primary,Yes,Brisbane,Bachelor,"Graduates are eligible for registration as a primary school teacher in government, independent and Catholic schools, and as an early childhood teacher in the prior to school sector.",UG,Years,24104,Blended
1,English,4,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education. Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in: The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as: All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools. As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",AUD,Yes,Bachelor of Education (Early Childhood and Primary),Yes,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education.Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in:The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as:All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools.As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_education_early_childhood_and_primary,Yes,Canberra,Bachelor,"Graduates are eligible for registration as a primary school teacher in government, independent and Catholic schools, and as an early childhood teacher in the prior to school sector.",UG,Years,24104,Blended
1,English,4,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education. Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in: The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as: All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools. As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",AUD,Yes,Bachelor of Education (Early Childhood and Primary),Yes,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education.Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in:The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as:All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools.As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_education_early_childhood_and_primary,Yes,Melbourne,Bachelor,"Graduates are eligible for registration as a primary school teacher in government, independent and Catholic schools, and as an early childhood teacher in the prior to school sector.",UG,Years,24104,Blended
1,English,4,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education. Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in: The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as: All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools. As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",AUD,Yes,Bachelor of Education (Early Childhood and Primary),Yes,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education.Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in:The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as:All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools.As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_education_early_childhood_and_primary,Yes,New South Wales,Bachelor,"Graduates are eligible for registration as a primary school teacher in government, independent and Catholic schools, and as an early childhood teacher in the prior to school sector.",UG,Years,24104,Blended
1,English,4,A,Offline,Years,,Yes,Humanities and Social Science,Full Time / Part Time,6680,No,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education. Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in: The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as: All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools. As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",AUD,Yes,Bachelor of Education (Early Childhood and Primary),Yes,"Our teaching courses give you the tools to be that teacher that students remember and, just as importantly, mentor and lead the next generation. You’ll get to teach in schools and educational settings at different stages of your course ensuring your practical experience evolves alongside your theoretical knowledge in Education.Our Bachelor of Education programs are flexible. With a common first year across our courses, you have the choice in your second year of study to either remain in your specialisation or to pick a different one if your teaching passion lies elsewhere. Our courses cover school and educational settings and specialist teacher roles in:The Bachelor of Education also expands the options for double degree programs by enabling Secondary specialisations to be paired with other degree programs such as:All our teaching courses allow you to teach in government, independent, and Catholic and other faith-based schools.As an early childhood and primary teacher, you will inspire and help children develop critical lifelong skills. Qualified to teach from birth to Year 6, you’ll engage them through key curriculum areas such as the Arts, English, maths and science and technologies. You will also gain the practical skills to manage social, cultural and developmental diversity. You can even be able to teach a language, (Italian or Spanish). By selecting religious education and/or theology units, you will be eligible to teach in Catholic and other faith-based schools. As part of this course you will undertake a minimum of 100 days of professional experience in both prior to school and primary school settings.",Australian Catholic University,https://courses.acu.edu.au/undergraduate/bachelor_of_education_early_childhood_and_primary,Yes,North Sydney,Bachelor,"Graduates are eligible for registration as a primary school teacher in government, independent and Catholic schools, and as an early childhood teacher in the prior to school sector.",UG,Years,24104,Blended
