Course_Lang,Online_Only,Career_Outcomes,Description,Currency,Course,Currency_Time,Study_Type,Blended,Duration,Mode_of_Study,Faculty,University,Full_Time,City,Duration_Time,Local_Fees,Online,Int_Fees,Availability,Website,Study_Mode,Offline,Distance,Int_Description,Level_Code,Course_Level,Part_Time
English,No,Analytical and program/project-based roles are common destinations for graduates.,"ACU’s Graduate Certificate in Global Health equips graduates with the advanced knowledge, understanding and skills in global health to advocate for and contribute to health and well-being of communities and populations throughout the world with an ethical, social justice perspective. On successful completion of the course, graduates should be able to demonstrate advanced knowledge of global health, with special emphasis on advocacy, cultural responsiveness, humanitarianism and sustainable development. Graduates should also be able to use evidence to support, critique and implement global health actions, policies or interventions. Articulation from this course into the Master of Public Health is available.",AUD,Graduate Certificate in Global Health,Years,Offline,,6,Full Time / Part Time,English,Australian Catholic University,Yes,Melbourne,Years,10136,Yes,16000,D,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_global_health,1,Yes,Blended,The Graduate Certificate in Finance lays the foundation for a specialist management qualification in the Master of Finance. The Graduate Certificate provides you with the introduction to important finance principles. You will be ready to advance your career through a postgraduate award that leads to enhanced professional recognition and marketability.The Graduate Certificate in Finance articulates into the Master of Finance.This is a six-month full-time (or part-time equivalent) course.,PG,Graduate,Yes
English,No,"The health professionals who graduate from this course will have the skills needed to work in a variety of roles, such as health administrators and manager in a variety of hospital and community settings.","The Graduate Certificate in Health Administration equips students with skills to examine organisational culture, management concepts, governance and quality improvement within the health care workplace. Students will explore concepts relating to change management and outcomes, leadership strategies and skills, along with ethical, moral and social justice dimensions within the health care sector. This course provides a foundation for students who wish to pursue a management or leadership role within their health care workplace.",AUD,Graduate Certificate in Health Administration,Years,Offline,,1,Part Time,English,Australian Catholic University,Yes,North Sydney,Year,10136,Yes,16000,D,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_health_administration,1,Yes,Blended,The Graduate Certificate in Finance lays the foundation for a specialist management qualification in the Master of Finance. The Graduate Certificate provides you with the introduction to important finance principles. You will be ready to advance your career through a postgraduate award that leads to enhanced professional recognition and marketability.The Graduate Certificate in Finance articulates into the Master of Finance.This is a six-month full-time (or part-time equivalent) course.,PG,Graduate,Yes
English,No,"This course is designed to enhance the capacity of graduates to undertake work as an academic in a tertiary education institution. Possession of this qualification may be advantageous to gaining employment as an academic, or to professional advancement.",The Graduate Certificate in Information Technology lays the foundation for a specialist qualification in the Master of Information Technology. The Graduate Certificate provides you with the introduction to important information technology principles. You will be ready to advance your career through a postgraduate award that leads to enhanced professional recognition and marketability. The Graduate Certificate in Information Technology articulates into the Master of Information Technology. This is a six-month full-time (or part-time equivalent) course.,AUD,Graduate Certificate in Information Technology,Years,Online,,6,Full Time / Part Time,Computer Science & Information Technology,Australian Catholic University,Yes,North Sydney,Months,14000,Yes,16000,A,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_information_technology,2,Yes,Blended,The Graduate Certificate in Information Technology lays the foundation for a specialist qualification in the Master of Information Technology. The Graduate Certificate provides you with the introduction to important information technology principles. You will be ready to advance your career through a postgraduate award that leads to enhanced professional recognition and marketability.The Graduate Certificate in Information Technology articulates into the Master of Information Technology.This is a six-month full-time (or part-time equivalent) course.,PG,Graduate,Yes
English,No,"This course is designed to enhance the capacity of graduates to undertake work as an academic in a tertiary education institution. Possession of this qualification may be advantageous to gaining employment as an academic, or to professional advancement.","The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business. This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program. This is a six-month full-time (or part-time equivalent) course.",AUD,Graduate Certificate in Innovation and Entrepreneurship,Years,Online,,6,Full Time / Part Time,Business & Commerce & Finance & Accounting,Australian Catholic University,Yes,Blacktown,Months,14000,Yes,16000,A,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_innovation_and_entrepreneurship,2,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
English,No,"This course is designed to enhance the capacity of graduates to undertake work as an academic in a tertiary education institution. Possession of this qualification may be advantageous to gaining employment as an academic, or to professional advancement.","The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business. This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program. This is a six-month full-time (or part-time equivalent) course.",AUD,Graduate Certificate in Innovation and Entrepreneurship,Years,Online,,6,Full Time / Part Time,Business & Commerce & Finance & Accounting,Australian Catholic University,Yes,Brisbane,Months,14000,Yes,16000,A,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_innovation_and_entrepreneurship,2,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
English,No,"This course is designed to enhance the capacity of graduates to undertake work as an academic in a tertiary education institution. Possession of this qualification may be advantageous to gaining employment as an academic, or to professional advancement.","The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business. This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program. This is a six-month full-time (or part-time equivalent) course.",AUD,Graduate Certificate in Innovation and Entrepreneurship,Years,Online,,6,Full Time / Part Time,Business & Commerce & Finance & Accounting,Australian Catholic University,Yes,Melbourne,Months,14000,Yes,16000,A,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_innovation_and_entrepreneurship,2,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
English,No,"This course is designed to enhance the capacity of graduates to undertake work as an academic in a tertiary education institution. Possession of this qualification may be advantageous to gaining employment as an academic, or to professional advancement.","The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business. This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program. This is a six-month full-time (or part-time equivalent) course.",AUD,Graduate Certificate in Innovation and Entrepreneurship,Years,Online,,6,Full Time / Part Time,Business & Commerce & Finance & Accounting,Australian Catholic University,Yes,North Sydney,Months,14000,Yes,16000,A,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_innovation_and_entrepreneurship,2,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
English,No,"Graduates of this course are equipped with skills in the promotion of Catholic, organisational culture and mission. Developing the ability to articulate and implement the theological foundations for the exercise of their roles as leaders, graduates are formed for the leadership of Catholic organisations.","The Graduate Certificate in Mission and Catholic Culture is designed for professionals in Catholic institutions of higher education and faith-based organisations and agencies who wish to enhance their understanding of the specifically Christian and Catholic context in which they are leaders, and to develop skills in the promotion of a Christian and Catholic culture. In contemporary and emerging post-Christian contexts, Catholic and other Christian mission based organisations are placing a greater and more strategic emphasis on the capacity of their staff to grasp and articulate the mission of their organisations, and to do so intelligently and in meaningful ways. Through an alignment of individual and organisational mission, meaning and purpose, a person can develop ""mission literacy"". This has become a vital and effective way to facilitate the flourishing of both the individual within an organisation, and the organisation itself. There is a need to deliberately and consciously develop ""mission literacy"". Any person that has such a developed and conscious 'mission literacy', or is exposed to it, can function in ways that more effectively and efficiently promote human flourishing and dignity – including for themselves. Further, such 'literacy' can result in internal organisational cultures that support high productivity because they are characterised by concepts such as 'harmonious', and 'welcoming' places of belonging and support. The purpose of this course is to support and assist personnel within Catholic and other faith based organisations to acquire the factual and experiential knowledge through readings, reflections and discussions. This supports development in the conceptual and analytical capabilities required to reflect on and to realise personal and organizational mission alignment.",AUD,Graduate Certificate in Mission and Culture,Years,Offline,,6,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Ballarat,Months,9064,Yes,16000,D,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_mission_and_culture,1,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
English,No,"Graduates of this course are equipped with skills in the promotion of Catholic, organisational culture and mission. Developing the ability to articulate and implement the theological foundations for the exercise of their roles as leaders, graduates are formed for the leadership of Catholic organisations.","The Graduate Certificate in Mission and Catholic Culture is designed for professionals in Catholic institutions of higher education and faith-based organisations and agencies who wish to enhance their understanding of the specifically Christian and Catholic context in which they are leaders, and to develop skills in the promotion of a Christian and Catholic culture. In contemporary and emerging post-Christian contexts, Catholic and other Christian mission based organisations are placing a greater and more strategic emphasis on the capacity of their staff to grasp and articulate the mission of their organisations, and to do so intelligently and in meaningful ways. Through an alignment of individual and organisational mission, meaning and purpose, a person can develop ""mission literacy"". This has become a vital and effective way to facilitate the flourishing of both the individual within an organisation, and the organisation itself. There is a need to deliberately and consciously develop ""mission literacy"". Any person that has such a developed and conscious 'mission literacy', or is exposed to it, can function in ways that more effectively and efficiently promote human flourishing and dignity – including for themselves. Further, such 'literacy' can result in internal organisational cultures that support high productivity because they are characterised by concepts such as 'harmonious', and 'welcoming' places of belonging and support. The purpose of this course is to support and assist personnel within Catholic and other faith based organisations to acquire the factual and experiential knowledge through readings, reflections and discussions. This supports development in the conceptual and analytical capabilities required to reflect on and to realise personal and organizational mission alignment.",AUD,Graduate Certificate in Mission and Culture,Years,Offline,,6,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Brisbane,Months,9064,Yes,16000,D,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_mission_and_culture,1,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
English,No,"Graduates of this course are equipped with skills in the promotion of Catholic, organisational culture and mission. Developing the ability to articulate and implement the theological foundations for the exercise of their roles as leaders, graduates are formed for the leadership of Catholic organisations.","The Graduate Certificate in Mission and Catholic Culture is designed for professionals in Catholic institutions of higher education and faith-based organisations and agencies who wish to enhance their understanding of the specifically Christian and Catholic context in which they are leaders, and to develop skills in the promotion of a Christian and Catholic culture. In contemporary and emerging post-Christian contexts, Catholic and other Christian mission based organisations are placing a greater and more strategic emphasis on the capacity of their staff to grasp and articulate the mission of their organisations, and to do so intelligently and in meaningful ways. Through an alignment of individual and organisational mission, meaning and purpose, a person can develop ""mission literacy"". This has become a vital and effective way to facilitate the flourishing of both the individual within an organisation, and the organisation itself. There is a need to deliberately and consciously develop ""mission literacy"". Any person that has such a developed and conscious 'mission literacy', or is exposed to it, can function in ways that more effectively and efficiently promote human flourishing and dignity – including for themselves. Further, such 'literacy' can result in internal organisational cultures that support high productivity because they are characterised by concepts such as 'harmonious', and 'welcoming' places of belonging and support. The purpose of this course is to support and assist personnel within Catholic and other faith based organisations to acquire the factual and experiential knowledge through readings, reflections and discussions. This supports development in the conceptual and analytical capabilities required to reflect on and to realise personal and organizational mission alignment.",AUD,Graduate Certificate in Mission and Culture,Years,Offline,,6,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Canberra,Months,9064,Yes,16000,D,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_mission_and_culture,1,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
English,No,"Graduates of this course are equipped with skills in the promotion of Catholic, organisational culture and mission. Developing the ability to articulate and implement the theological foundations for the exercise of their roles as leaders, graduates are formed for the leadership of Catholic organisations.","The Graduate Certificate in Mission and Catholic Culture is designed for professionals in Catholic institutions of higher education and faith-based organisations and agencies who wish to enhance their understanding of the specifically Christian and Catholic context in which they are leaders, and to develop skills in the promotion of a Christian and Catholic culture. In contemporary and emerging post-Christian contexts, Catholic and other Christian mission based organisations are placing a greater and more strategic emphasis on the capacity of their staff to grasp and articulate the mission of their organisations, and to do so intelligently and in meaningful ways. Through an alignment of individual and organisational mission, meaning and purpose, a person can develop ""mission literacy"". This has become a vital and effective way to facilitate the flourishing of both the individual within an organisation, and the organisation itself. There is a need to deliberately and consciously develop ""mission literacy"". Any person that has such a developed and conscious 'mission literacy', or is exposed to it, can function in ways that more effectively and efficiently promote human flourishing and dignity – including for themselves. Further, such 'literacy' can result in internal organisational cultures that support high productivity because they are characterised by concepts such as 'harmonious', and 'welcoming' places of belonging and support. The purpose of this course is to support and assist personnel within Catholic and other faith based organisations to acquire the factual and experiential knowledge through readings, reflections and discussions. This supports development in the conceptual and analytical capabilities required to reflect on and to realise personal and organizational mission alignment.",AUD,Graduate Certificate in Mission and Culture,Years,Offline,,6,Full Time / Part Time,Humanities and Social Science,Australian Catholic University,Yes,Melbourne,Months,9064,Yes,16000,D,https://courses.acu.edu.au/postgraduate/graduate_certificate_in_mission_and_culture,1,Yes,Blended,"The Graduate Certificate in Innovation and Entrepreneurship in focuses on the mindset, methods, skills, and knowledge needed to commercialise creative ideas through developing and managing high growth ventures. In this course, students will learn creative, entrepreneurial, and ethical approaches to business that may pave their way for new careers in fields such as marketing, business management, venture analysis, and as an owner or operator of their own entrepreneurial business.This specialist certificate provides ongoing professional development for existing managers with an interest in innovation as well as operating as a pathway to an MBA program for those without a prior cognate undergraduate degree and as a specialisation for those who are enrolled in an MBA program.This is a six-month full-time (or part-time equivalent) course.",PG,Graduate,Yes
