Level_Code,University,City,Course,Faculty,Int_Fees,Local_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_1_grade_1,Prerequisite_2,Prerequisite_2_grade_2,Prerequisite_3,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
DIP,International Institute of Business and Information Technology,Sydney,Diploma of Software Development – ICT50718,Humanities and Social Science,,12600,AUD,Course,54,Weeks,Yes,No,,,IELTS,5.5,TOEFL PBT,527,https://www.iibit.edu.au/courses/diploma-of-software-development-ict50715/,English,A," | This qualification provides the skills and knowledge for an individual to be competent in programming and software development. | Course outcomes | This course aims to provide students with the requisite knowledge, skills to create new software products to meet an initial project brief or customize existing software products to meet customer needs. This qualification is designed to reflect the role of employees who perform duties such as:",,Australia,No,Yes,No,Yes,No,
DIP,International Institute of Business and Information Technology,Adelaide,Diploma of Software Development – ICT50718,Humanities and Social Science,,12600,AUD,Course,54,Weeks,Yes,No,,,IELTS,5.5,TOEFL PBT,527,https://www.iibit.edu.au/courses/diploma-of-software-development-ict50715/,English,A," | This qualification provides the skills and knowledge for an individual to be competent in programming and software development. | Course outcomes | This course aims to provide students with the requisite knowledge, skills to create new software products to meet an initial project brief or customize existing software products to meet customer needs. This qualification is designed to reflect the role of employees who perform duties such as:",,Australia,No,Yes,No,Yes,No,
ADIP,International Institute of Business and Information Technology,Sydney,Advanced Diploma of Computer Systems Technology – ICT60515,Computer Science & Information Technology,,16800,AUD,Course,72,Weeks,Yes,No,,,IELTS,5.5,TOEFL PBT,527,https://www.iibit.edu.au/courses/advanced-diploma-of-computer-systems-technology-ict60515/,English,A," | This qualification provides the skills and knowledge for an individual to coordinate and administer, as an independent information and communications technology (ICT) specialist or as part of a team, the installation, commissioning and ongoing maintenance of a range of networks, enterprise servers and systems, including internetworking, security and e-business solutions. | Course outcomes | This qualification is designed to reflect the role of employees who perform duties such as:",,Australia,No,Yes,No,Yes,No,
ADIP,International Institute of Business and Information Technology,Adelaide,Advanced Diploma of Computer Systems Technology – ICT60515,Computer Science & Information Technology,,16800,AUD,Course,72,Weeks,Yes,No,,,IELTS,5.5,TOEFL PBT,527,https://www.iibit.edu.au/courses/advanced-diploma-of-computer-systems-technology-ict60515/,English,A," | This qualification provides the skills and knowledge for an individual to coordinate and administer, as an independent information and communications technology (ICT) specialist or as part of a team, the installation, commissioning and ongoing maintenance of a range of networks, enterprise servers and systems, including internetworking, security and e-business solutions. | Course outcomes | This qualification is designed to reflect the role of employees who perform duties such as:",,Australia,No,Yes,No,Yes,No,
BA,International Institute of Business and Information Technology,Sydney,Bachelor of Business,Business & Commerce & Finance & Accounting,,25500,AUD,Year,3,Years,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/bachelor-of-business/,English,A," | This program will give you the foundation, knowledge and skills to deal with the demands of contemporary business settings. It aims to: | This program will give you the foundation, knowledge and skills to deal with the demands of contemporary business settings. It aims to: | This program will give you the foundation, knowledge and skills to deal with the demands of contemporary business settings. It aims to: | This program will give you the foundation, knowledge and skills to deal with the demands of contemporary business settings. It aims to:","Masters of Business Administration
master of Professional Accounting",Australia,No,Yes,No,Yes,No,
BA,International Institute of Business and Information Technology,Adelaide,Bachelor of Business,Business & Commerce & Finance & Accounting,,25500,AUD,Year,3,Years,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/bachelor-of-business/,English,A," | This program will give you the foundation, knowledge and skills to deal with the demands of contemporary business settings. It aims to: | This program will give you the foundation, knowledge and skills to deal with the demands of contemporary business settings. It aims to: | This program will give you the foundation, knowledge and skills to deal with the demands of contemporary business settings. It aims to: | This program will give you the foundation, knowledge and skills to deal with the demands of contemporary business settings. It aims to:","Masters of Business Administration
master of Professional Accounting",Australia,No,Yes,No,Yes,No,
BA,International Institute of Business and Information Technology,Sydney,Bachelor of Commerce (Accounting),Business & Commerce & Finance & Accounting,,25500,AUD,Year,3,Years,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/bachelor-of-commerce-accounting/,English,A," | Successful completion of this program will give you the foundation, knowledge and skills to: | Successful completion of this program will give you the foundation, knowledge and skills to: | Successful completion of this program will give you the foundation, knowledge and skills to: | Successful completion of this program will give you the foundation, knowledge and skills to:","Satisfactory completion of a Year 12 High School examination, or overseas equivalent
Background in Mathematics recommended
Required proficiency in English: IELTS overall band score of 6.0 with no band less than 6.0",Australia,No,Yes,No,Yes,No,
BA,International Institute of Business and Information Technology,Adelaide,Bachelor of Commerce (Accounting),Business & Commerce & Finance & Accounting,,25500,AUD,Year,3,Years,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/bachelor-of-commerce-accounting/,English,A," | Successful completion of this program will give you the foundation, knowledge and skills to: | Successful completion of this program will give you the foundation, knowledge and skills to: | Successful completion of this program will give you the foundation, knowledge and skills to: | Successful completion of this program will give you the foundation, knowledge and skills to:","Satisfactory completion of a Year 12 High School examination, or overseas equivalent
Background in Mathematics recommended
Required proficiency in English: IELTS overall band score of 6.0 with no band less than 6.0",Australia,No,Yes,No,Yes,No,
BA,International Institute of Business and Information Technology,Sydney,Bachelor of Information Technology,Computer Science & Information Technology,,24300,AUD,Year,3,Years,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/bachelor-of-information-technology/,English,A," | We support you to develop strong communication, academic and problem solving skills; critical attributes for success in the IT sector. You will learn programming skills to facilitate smooth communication with software developers, and explore web design. | We support you to develop strong communication, academic and problem solving skills; critical attributes for success in the IT sector. You will learn programming skills to facilitate smooth communication with software developers, and explore web design. | We support you to develop strong communication, academic and problem solving skills; critical attributes for success in the IT sector. You will learn programming skills to facilitate smooth communication with software developers, and explore web design. | We support you to develop strong communication, academic and problem solving skills; critical attributes for success in the IT sector. You will learn programming skills to facilitate smooth communication with software developers, and explore web design.","Successful completion of Australian Year 12,or overseas equivalent
Required proficiency in English: IELTS overall band score of 6.0 with no band less than 5.5.",Australia,No,Yes,No,Yes,No,
BA,International Institute of Business and Information Technology,Adelaide,Bachelor of Information Technology,Computer Science & Information Technology,,24300,AUD,Year,3,Years,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/bachelor-of-information-technology/,English,A," | We support you to develop strong communication, academic and problem solving skills; critical attributes for success in the IT sector. You will learn programming skills to facilitate smooth communication with software developers, and explore web design. | We support you to develop strong communication, academic and problem solving skills; critical attributes for success in the IT sector. You will learn programming skills to facilitate smooth communication with software developers, and explore web design. | We support you to develop strong communication, academic and problem solving skills; critical attributes for success in the IT sector. You will learn programming skills to facilitate smooth communication with software developers, and explore web design. | We support you to develop strong communication, academic and problem solving skills; critical attributes for success in the IT sector. You will learn programming skills to facilitate smooth communication with software developers, and explore web design.","Successful completion of Australian Year 12,or overseas equivalent
Required proficiency in English: IELTS overall band score of 6.0 with no band less than 5.5.",Australia,No,Yes,No,Yes,No,
BA,International Institute of Business and Information Technology,Sydney,Bachelor of Information Technology (Business Information Systems),Computer Science & Information Technology,,24300,AUD,Year,3,Years,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/bachelor-of-information-technology-business-systems/,English,A," | You will develop an understanding of the organisational settings in which information systems are used, and recognise the threats and opportunities of technology in business.This degree examines - with a strong emphasis on electronic commerce - the organisational and technological issues that are needed for the analysis and design of business information systems. It provides a state-of-the-art program that considers modern principles and theories of computing together with the practical applications of technology. You'll explore information security, multimedia, knowledge management, databases, emerging technologies in business and more. By choosing electives to compliment your study in IT, you can learn the important business skills needed to manage people and projects. You will become familiar with the latest developments in IT, the different types of tools and their applications. You will learn the theory and practice of managing people at workplaces and build skills to understand and analyse workplace behaviour. | You will develop an understanding of the organisational settings in which information systems are used, and recognise the threats and opportunities of technology in business.This degree examines - with a strong emphasis on electronic commerce - the organisational and technological issues that are needed for the analysis and design of business information systems. It provides a state-of-the-art program that considers modern principles and theories of computing together with the practical applications of technology. You'll explore information security, multimedia, knowledge management, databases, emerging technologies in business and more. By choosing electives to compliment your study in IT, you can learn the important business skills needed to manage people and projects. You will become familiar with the latest developments in IT, the different types of tools and their applications. You will learn the theory and practice of managing people at workplaces and build skills to understand and analyse workplace behaviour. | You will develop an understanding of the organisational settings in which information systems are used, and recognise the threats and opportunities of technology in business.This degree examines - with a strong emphasis on electronic commerce - the organisational and technological issues that are needed for the analysis and design of business information systems. It provides a state-of-the-art program that considers modern principles and theories of computing together with the practical applications of technology. You'll explore information security, multimedia, knowledge management, databases, emerging technologies in business and more. By choosing electives to compliment your study in IT, you can learn the important business skills needed to manage people and projects. You will become familiar with the latest developments in IT, the different types of tools and their applications. You will learn the theory and practice of managing people at workplaces and build skills to understand and analyse workplace behaviour. | You will develop an understanding of the organisational settings in which information systems are used, and recognise the threats and opportunities of technology in business.This degree examines - with a strong emphasis on electronic commerce - the organisational and technological issues that are needed for the analysis and design of business information systems. It provides a state-of-the-art program that considers modern principles and theories of computing together with the practical applications of technology. You'll explore information security, multimedia, knowledge management, databases, emerging technologies in business and more. By choosing electives to compliment your study in IT, you can learn the important business skills needed to manage people and projects. You will become familiar with the latest developments in IT, the different types of tools and their applications. You will learn the theory and practice of managing people at workplaces and build skills to understand and analyse workplace behaviour.","Successful completion of Australian Year 12,or overseas equivalent
Required proficiency in English: IELTS overall band score of 6.0 with no band less than 5.5.",Australia,No,Yes,No,Yes,No,
BA,International Institute of Business and Information Technology,Adelaide,Bachelor of Information Technology (Business Information Systems),Computer Science & Information Technology,,24300,AUD,Year,3,Years,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/bachelor-of-information-technology-business-systems/,English,A," | You will develop an understanding of the organisational settings in which information systems are used, and recognise the threats and opportunities of technology in business.This degree examines - with a strong emphasis on electronic commerce - the organisational and technological issues that are needed for the analysis and design of business information systems. It provides a state-of-the-art program that considers modern principles and theories of computing together with the practical applications of technology. You'll explore information security, multimedia, knowledge management, databases, emerging technologies in business and more. By choosing electives to compliment your study in IT, you can learn the important business skills needed to manage people and projects. You will become familiar with the latest developments in IT, the different types of tools and their applications. You will learn the theory and practice of managing people at workplaces and build skills to understand and analyse workplace behaviour. | You will develop an understanding of the organisational settings in which information systems are used, and recognise the threats and opportunities of technology in business.This degree examines - with a strong emphasis on electronic commerce - the organisational and technological issues that are needed for the analysis and design of business information systems. It provides a state-of-the-art program that considers modern principles and theories of computing together with the practical applications of technology. You'll explore information security, multimedia, knowledge management, databases, emerging technologies in business and more. By choosing electives to compliment your study in IT, you can learn the important business skills needed to manage people and projects. You will become familiar with the latest developments in IT, the different types of tools and their applications. You will learn the theory and practice of managing people at workplaces and build skills to understand and analyse workplace behaviour. | You will develop an understanding of the organisational settings in which information systems are used, and recognise the threats and opportunities of technology in business.This degree examines - with a strong emphasis on electronic commerce - the organisational and technological issues that are needed for the analysis and design of business information systems. It provides a state-of-the-art program that considers modern principles and theories of computing together with the practical applications of technology. You'll explore information security, multimedia, knowledge management, databases, emerging technologies in business and more. By choosing electives to compliment your study in IT, you can learn the important business skills needed to manage people and projects. You will become familiar with the latest developments in IT, the different types of tools and their applications. You will learn the theory and practice of managing people at workplaces and build skills to understand and analyse workplace behaviour. | You will develop an understanding of the organisational settings in which information systems are used, and recognise the threats and opportunities of technology in business.This degree examines - with a strong emphasis on electronic commerce - the organisational and technological issues that are needed for the analysis and design of business information systems. It provides a state-of-the-art program that considers modern principles and theories of computing together with the practical applications of technology. You'll explore information security, multimedia, knowledge management, databases, emerging technologies in business and more. By choosing electives to compliment your study in IT, you can learn the important business skills needed to manage people and projects. You will become familiar with the latest developments in IT, the different types of tools and their applications. You will learn the theory and practice of managing people at workplaces and build skills to understand and analyse workplace behaviour.","Successful completion of Australian Year 12,or overseas equivalent
Required proficiency in English: IELTS overall band score of 6.0 with no band less than 5.5.",Australia,No,Yes,No,Yes,No,
PG,International Institute of Business and Information Technology,Sydney,Graduate Certificate of Professional Accounting,Engineering,28400,28400,AUD,Year,1,Year,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/graduate-certificate-of-professional-accounting/,English,A, | This program is one semester full-time and consists of four courses. | This program is one semester full-time and consists of four courses. | This program is one semester full-time and consists of four courses. | This program is one semester full-time and consists of four courses.,,Australia,No,Yes,No,Yes,No,
PG,International Institute of Business and Information Technology,Adelaide,Graduate Certificate of Professional Accounting,Engineering,28400,28400,AUD,Year,1,Year,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/graduate-certificate-of-professional-accounting/,English,A, | This program is one semester full-time and consists of four courses. | This program is one semester full-time and consists of four courses. | This program is one semester full-time and consists of four courses. | This program is one semester full-time and consists of four courses.,,Australia,No,Yes,No,Yes,No,
PG,International Institute of Business and Information Technology,Sydney,Graduate Diploma of Technology (Software Engineering),Engineering,26100,39150,AUD,Year,1,Year,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/graduate-diploma-of-technology-software-engineering/,English,A," | Understand the entire life cycle of software development
Understand software engineering standards and why they are needed
Appreciate the need for software engineering methodologies
Understand the methods and techniques involved in designing, implementing and maintaining an information system, in particular using an object-oriented approach
Analyse the causes of failure in information systems | Understand the entire life cycle of software development
Understand software engineering standards and why they are needed
Appreciate the need for software engineering methodologies
Understand the methods and techniques involved in designing, implementing and maintaining an information system, in particular using an object-oriented approach
Analyse the causes of failure in information systems | Understand the entire life cycle of software development
Understand software engineering standards and why they are needed
Appreciate the need for software engineering methodologies
Understand the methods and techniques involved in designing, implementing and maintaining an information system, in particular using an object-oriented approach
Analyse the causes of failure in information systems | Understand the entire life cycle of software development
Understand software engineering standards and why they are needed
Appreciate the need for software engineering methodologies
Understand the methods and techniques involved in designing, implementing and maintaining an information system, in particular using an object-oriented approach
Analyse the causes of failure in information systems","Software Engineer
Systems Administrator
Systems Designer and Tester
Software Analysis
Programmer",Australia,No,Yes,No,Yes,No,
PG,International Institute of Business and Information Technology,Adelaide,Graduate Diploma of Technology (Software Engineering),Engineering,26100,39150,AUD,Year,1,Year,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/graduate-diploma-of-technology-software-engineering/,English,A," | Understand the entire life cycle of software development
Understand software engineering standards and why they are needed
Appreciate the need for software engineering methodologies
Understand the methods and techniques involved in designing, implementing and maintaining an information system, in particular using an object-oriented approach
Analyse the causes of failure in information systems | Understand the entire life cycle of software development
Understand software engineering standards and why they are needed
Appreciate the need for software engineering methodologies
Understand the methods and techniques involved in designing, implementing and maintaining an information system, in particular using an object-oriented approach
Analyse the causes of failure in information systems | Understand the entire life cycle of software development
Understand software engineering standards and why they are needed
Appreciate the need for software engineering methodologies
Understand the methods and techniques involved in designing, implementing and maintaining an information system, in particular using an object-oriented approach
Analyse the causes of failure in information systems | Understand the entire life cycle of software development
Understand software engineering standards and why they are needed
Appreciate the need for software engineering methodologies
Understand the methods and techniques involved in designing, implementing and maintaining an information system, in particular using an object-oriented approach
Analyse the causes of failure in information systems","Software Engineer
Systems Administrator
Systems Designer and Tester
Software Analysis
Programmer",Australia,No,Yes,No,Yes,No,
PG,International Institute of Business and Information Technology,Sydney,Graduate Diploma of Technology (Enterprise Systems & Business Analytics),Humanities and Social Science,26100,39150,AUD,Year,1,Year,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/graduate-diploma-of-technology-enterprise-systems/,English,A, | SAP facility enables students from Federation University to undertake SAP Associate Consultant Certification training via e-learning. Federation University will be offering a number of programs which will extend the university's SAP related curriculum. The u-Academy will be accessible at the anywhere within Australia via online facilities. Students can study at their own pace being supported through an online call centre. | SAP facility enables students from Federation University to undertake SAP Associate Consultant Certification training via e-learning. Federation University will be offering a number of programs which will extend the university's SAP related curriculum. The u-Academy will be accessible at the anywhere within Australia via online facilities. Students can study at their own pace being supported through an online call centre. | SAP facility enables students from Federation University to undertake SAP Associate Consultant Certification training via e-learning. Federation University will be offering a number of programs which will extend the university's SAP related curriculum. The u-Academy will be accessible at the anywhere within Australia via online facilities. Students can study at their own pace being supported through an online call centre. | SAP facility enables students from Federation University to undertake SAP Associate Consultant Certification training via e-learning. Federation University will be offering a number of programs which will extend the university's SAP related curriculum. The u-Academy will be accessible at the anywhere within Australia via online facilities. Students can study at their own pace being supported through an online call centre.,"ERP systems operation
ERP project management
Functional analysis
ERP Data Analyst
ERP Business Analyst",Australia,No,Yes,No,Yes,No,
PG,International Institute of Business and Information Technology,Adelaide,Graduate Diploma of Technology (Enterprise Systems & Business Analytics),Humanities and Social Science,26100,39150,AUD,Year,1,Year,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/graduate-diploma-of-technology-enterprise-systems/,English,A, | SAP facility enables students from Federation University to undertake SAP Associate Consultant Certification training via e-learning. Federation University will be offering a number of programs which will extend the university's SAP related curriculum. The u-Academy will be accessible at the anywhere within Australia via online facilities. Students can study at their own pace being supported through an online call centre. | SAP facility enables students from Federation University to undertake SAP Associate Consultant Certification training via e-learning. Federation University will be offering a number of programs which will extend the university's SAP related curriculum. The u-Academy will be accessible at the anywhere within Australia via online facilities. Students can study at their own pace being supported through an online call centre. | SAP facility enables students from Federation University to undertake SAP Associate Consultant Certification training via e-learning. Federation University will be offering a number of programs which will extend the university's SAP related curriculum. The u-Academy will be accessible at the anywhere within Australia via online facilities. Students can study at their own pace being supported through an online call centre. | SAP facility enables students from Federation University to undertake SAP Associate Consultant Certification training via e-learning. Federation University will be offering a number of programs which will extend the university's SAP related curriculum. The u-Academy will be accessible at the anywhere within Australia via online facilities. Students can study at their own pace being supported through an online call centre.,"ERP systems operation
ERP project management
Functional analysis
ERP Data Analyst
ERP Business Analyst",Australia,No,Yes,No,Yes,No,
PG,International Institute of Business and Information Technology,Sydney,Graduate Diploma of Professional Accounting,Engineering,28400,42600,AUD,Year,1,Year,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/graduate-diploma-of-professional-accounting/,English,A, | The program is one and a half years full-time and is made up of 12 courses as listed below or equivalent. | The program is one and a half years full-time and is made up of 12 courses as listed below or equivalent. | The program is one and a half years full-time and is made up of 12 courses as listed below or equivalent. | The program is one and a half years full-time and is made up of 12 courses as listed below or equivalent.,,Australia,No,Yes,No,Yes,No,
PG,International Institute of Business and Information Technology,Adelaide,Graduate Diploma of Professional Accounting,Engineering,28400,42600,AUD,Year,1,Year,Yes,No,,,IELTS,6,,,https://www.iibit.edu.au/courses/graduate-diploma-of-professional-accounting/,English,A, | The program is one and a half years full-time and is made up of 12 courses as listed below or equivalent. | The program is one and a half years full-time and is made up of 12 courses as listed below or equivalent. | The program is one and a half years full-time and is made up of 12 courses as listed below or equivalent. | The program is one and a half years full-time and is made up of 12 courses as listed below or equivalent.,,Australia,No,Yes,No,Yes,No,
PG,International Institute of Business and Information Technology,Sydney,Master of Technology (Software Engineering),Engineering,,26100,AUD,Year,2,Years,Yes,No,,,,,,,https://www.iibit.edu.au/courses/master-of-technology-software-engineering/,English,A," | Understand the entire life cycle of software development
Understand software engineering standards and why they are needed
Appreciate the need for software engineering methodologies
Understand the methods and techniques involved in designing, implementing and maintaining an information system, in particular using an object-oriented approach
Analyse the causes of failure in information systems | Understand the entire life cycle of software development
Understand software engineering standards and why they are needed
Appreciate the need for software engineering methodologies
Understand the methods and techniques involved in designing, implementing and maintaining an information system, in particular using an object-oriented approach
Analyse the causes of failure in information systems | Understand the entire life cycle of software development
Understand software engineering standards and why they are needed
Appreciate the need for software engineering methodologies
Understand the methods and techniques involved in designing, implementing and maintaining an information system, in particular using an object-oriented approach
Analyse the causes of failure in information systems | Understand the entire life cycle of software development
Understand software engineering standards and why they are needed
Appreciate the need for software engineering methodologies
Understand the methods and techniques involved in designing, implementing and maintaining an information system, in particular using an object-oriented approach
Analyse the causes of failure in information systems","Programmer
Software analyst
SAP consultant
Systems designer
Systems administrator
Systems tester",Australia,No,Yes,No,Yes,No,
